OBD1 ID,OBD2 ID,OBD3 ID,Count
5,28,183,717
12,133,189,753
16,39,192,843
14,108,188,896
14,48,197,1
11,,192,164
5,121,182,3
5,131,182,1693
18,101,185,599
10,58,189,842
12,46,193,756
18,59,194,203
3,,186,213
,,195,248
,167,192,150
4,69,188,290
16,174,184,1267
14,78,197,1924
16,176,193,779
5,35,190,3
,79,185,26
6,178,197,1273
7,44,184,2371
12,153,198,1485
18,145,187,887
,133,191,3
7,44,,49
17,64,184,1648
14,97,183,813
5,177,185,471
7,52,194,355
6,33,187,1272
5,43,186,755
14,143,192,682
7,134,183,237
6,121,192,673
11,43,186,159
7,132,182,10
18,129,197,626
6,102,190,2
6,,195,246
2,52,194,974
9,,189,204
8,20,181,1286
16,37,181,5
5,,195,61
12,49,192,292
8,93,198,141
10,,192,904
16,83,188,23
16,29,,12
16,54,183,156
6,44,194,104
16,29,189,510
12,56,,2
,129,197,22
2,,186,76
16,111,197,465
12,133,197,385
8,130,192,3
4,178,189,913
11,141,181,81
3,176,190,4
3,158,198,88
3,158,185,220
6,37,186,59
16,58,185,1211
14,51,187,578
17,30,197,133
1,107,189,2355
16,159,,11
12,46,181,1
4,88,186,661
,74,192,19
1,74,192,1076
,62,190,255
,40,190,7
16,27,191,17
18,29,195,83
7,112,192,861
5,146,182,150
10,104,198,200
,166,,5
14,,187,26
7,,192,74
4,33,192,55
17,118,192,1838
6,68,198,1694
,153,198,44
4,149,193,121
11,40,,105
16,112,,220
3,51,195,177
18,145,195,3
6,179,191,3
,27,,26
11,88,187,512
4,97,198,502
10,59,186,270
11,50,181,282
7,,183,56
8,164,181,802
10,121,184,109
6,55,,108
14,,186,42
4,118,198,579
5,35,,45
3,164,182,73
10,53,186,83
16,112,186,859
,180,,2
,44,184,78
,177,185,16
1,,181,111
14,84,186,689
14,32,181,274
6,44,184,7
16,139,182,325
16,174,183,183
5,63,186,364
5,,186,245
,162,198,17
3,99,,48
5,81,190,2
14,,197,65
,23,198,10
7,102,181,3
4,72,183,7
5,,182,156
9,20,189,1
,178,192,155
,,183,52
,55,183,163
3,113,197,444
10,33,,360
16,46,193,5
5,107,188,32
4,164,193,15
4,94,192,1482
10,54,198,10
9,85,,90
12,153,195,3
11,100,197,1
1,120,193,211
3,152,190,201
3,66,186,401
11,151,193,207
9,40,190,124
15,54,183,2
14,51,191,3
6,127,,7
18,,189,81
18,81,190,146
16,52,182,569
4,120,186,439
,46,198,1
18,57,195,7
7,148,191,291
2,139,182,573
5,120,182,200
5,68,184,82
3,126,198,9
4,69,,250
18,37,186,366
6,63,,47
15,54,188,622
15,69,190,110
10,104,188,52
17,111,187,499
15,99,195,26
10,81,185,1008
6,52,185,206
5,126,191,91
9,28,191,165
18,26,,409
10,,195,1002
14,20,190,54
5,114,189,579
4,149,,4
3,32,181,4
5,59,183,111
3,111,197,6
,,186,215
8,,,118
,88,187,11
,63,193,33
16,,181,47
5,102,185,107
3,99,195,1337
5,,193,36
11,27,198,13
18,26,184,46
14,121,186,87
10,57,185,15
15,121,184,629
5,58,189,231
16,171,192,16
3,166,191,196
16,46,186,278
10,126,184,5
3,31,184,48
12,62,190,1
9,20,190,447
14,,194,3
14,178,189,3
6,63,182,2
,62,191,46
10,,193,49
12,68,185,683
16,127,197,620
17,,198,230
7,,189,303
10,27,186,174
10,176,,1
16,158,188,6
3,114,189,2
9,85,198,17
17,148,,84
6,76,187,145
,137,184,21
16,,198,125
16,62,194,138
7,,184,92
3,164,197,14
17,78,193,4
18,24,185,313
17,,193,658
1,102,190,189
14,33,192,30
14,,182,70
4,171,192,14
6,,183,64
17,64,,46
5,114,194,1
15,79,186,4
17,126,186,11
16,69,193,84
5,,191,59
14,166,184,216
17,,,116
9,85,190,350
17,88,186,2
5,176,190,15
,,197,370
12,153,,44
5,116,187,7
3,171,,80
5,143,186,3
10,,198,20
7,72,186,143
10,58,195,257
9,,182,66
,54,198,57
11,90,197,329
14,179,188,4
3,152,,13
6,19,,58
3,,,167
16,176,197,9
16,150,193,71
6,68,186,5
11,39,,30
12,121,181,169
4,118,186,5
5,62,189,189
16,27,198,349
12,,192,29
16,54,,49
2,79,185,799
5,72,183,3
,179,191,31
10,60,184,233
10,54,191,301
3,99,197,54
11,109,194,195
18,57,189,4
2,164,184,249
,140,197,199
14,20,186,27
7,79,186,10
17,113,187,341
,,193,131
17,162,198,2
2,68,198,3
,39,184,19
1,44,195,364
6,138,192,2
16,63,189,641
6,166,182,205
18,,187,27
1,,189,45
9,85,186,21
3,65,195,226
,116,,4
4,40,193,1
15,32,192,112
9,85,183,10
12,46,198,163
11,132,194,119
10,34,193,520
10,109,,188
7,,198,39
10,134,184,144
17,111,186,5
1,,192,37
14,108,183,107
16,54,190,52
12,123,192,783
7,177,,9
12,,,69
4,147,181,84
6,127,197,304
6,84,186,99
10,85,184,260
12,179,188,221
10,58,186,100
3,164,,179
2,152,,56
4,,188,8
16,151,193,92
3,116,187,6
3,148,197,86
3,126,185,280
18,,185,113
11,90,192,3
18,143,192,87
,141,,4
6,169,198,160
3,69,195,553
13,131,182,96
3,50,195,67
6,38,184,214
11,138,,35
6,19,181,83
14,,,205
6,138,191,217
,54,,11
,155,,2
10,,194,29
18,,197,29
12,139,192,109
8,130,198,322
6,127,192,2
16,54,194,2
9,137,183,516
17,,192,42
12,,194,166
10,,197,48
14,179,,7
16,37,,31
4,,184,11
16,,185,153
3,,194,68
6,19,198,24
6,59,182,12
10,33,185,49
5,102,,55
16,100,198,501
,102,,29
11,32,188,1
5,27,,3
14,78,188,4
3,,182,5
16,30,192,220
4,116,,27
16,96,186,7
16,121,,8
6,59,198,13
,166,198,62
12,178,192,157
3,,195,72
5,59,,16
14,58,184,8
2,98,183,193
7,100,198,2
10,54,183,3
,120,186,9
14,144,183,335
,,185,88
14,97,192,6
11,173,186,59
12,,186,6
7,72,184,3
18,147,192,31
16,100,191,101
12,153,192,36
,83,192,89
2,113,181,18
3,,197,58
18,69,195,4
,77,195,98
4,69,197,1
5,,,312
,63,189,19
4,174,186,176
12,,188,7
1,65,198,4
6,19,183,6
,176,190,127
7,,,148
6,104,186,16
7,77,195,8
17,167,188,186
12,144,181,78
10,60,,6
17,,188,13
,117,190,87
1,155,196,13
13,70,183,126
1,,,29
,33,187,31
10,101,185,4
6,33,192,55
1,107,184,6
12,133,193,2
11,122,189,134
14,42,,3
14,72,183,4
,177,,164
,72,182,75
18,57,192,30
,102,181,59
,,182,62
2,121,184,61
5,22,197,1
14,93,198,46
3,126,,10
,68,,5
,,189,95
6,68,,40
,116,187,27
14,57,185,17
6,,190,25
5,35,198,4
16,119,198,272
18,37,198,21
4,,198,39
18,33,192,14
7,72,,90
9,85,192,13
6,164,,9
10,58,185,15
3,79,189,14
12,172,192,84
10,,184,30
,28,183,26
5,63,192,3
3,,193,129
9,169,198,1
16,112,195,6
5,33,192,46
14,97,197,4
12,114,,4
,152,186,67
4,,191,44
7,114,194,2
10,52,191,143
16,,182,35
6,164,193,259
,100,198,9
6,57,185,13
8,96,188,1
5,69,181,315
6,55,185,4
,143,189,79
5,63,190,2
4,161,195,230
,50,,13
12,114,198,157
14,,189,6
17,,197,121
3,176,,4
14,69,188,1
16,,,160
1,,198,5
,158,186,125
8,93,184,244
6,,192,83
5,102,181,16
4,81,185,5
3,158,192,48
,164,193,205
14,161,187,224
18,145,185,3
12,121,182,2
16,,193,51
1,,197,12
,158,198,3
16,,190,107
1,145,197,117
6,96,,1
,107,189,40
16,32,198,120
,51,187,10
4,178,,34
2,89,195,45
14,130,185,2
3,79,185,11
2,179,191,67
7,33,192,21
,112,192,46
11,125,188,75
7,126,,15
16,23,198,195
10,153,198,153
9,78,188,4
2,52,195,4
12,,195,59
9,63,193,2
12,133,192,8
11,143,192,1
7,75,187,109
17,31,197,1
12,67,192,189
17,34,191,8
10,33,186,117
10,33,190,16
6,19,191,174
1,164,193,6
8,,197,27
16,32,,6
16,177,194,51
,148,197,83
,50,181,407
16,23,197,1
17,164,193,12
18,37,185,5
5,126,185,53
,114,189,13
13,121,181,1
,58,185,33
1,178,197,11
10,155,186,22
4,67,194,274
3,152,186,168
12,40,185,67
16,176,186,30
18,143,,84
17,64,195,6
,72,183,48
,79,186,149
16,173,183,4
,88,186,24
14,,193,12
10,134,192,172
10,127,197,3
,112,186,22
7,119,,6
10,54,,11
4,179,186,5
,68,185,26
14,164,193,82
5,49,195,128
5,63,197,20
14,119,195,329
18,,191,25
7,131,182,4
14,143,193,3
16,120,184,85
2,52,,25
18,101,191,2
14,139,193,254
6,104,192,23
17,155,181,9
1,97,193,4
10,130,194,396
,126,186,127
6,52,,37
5,107,194,1
2,,194,21
,35,193,14
16,83,181,203
10,52,185,3
2,52,184,4
,164,181,28
,85,182,89
11,32,,24
4,166,198,24
4,166,,1
3,58,185,19
1,90,197,31
3,158,,146
5,,185,44
5,120,,5
16,176,,152
,,194,48
7,44,195,28
6,152,186,5
16,121,190,63
10,81,,43
5,81,185,5
6,19,187,7
5,116,186,31
3,33,190,4
14,72,,70
5,42,187,3
18,101,186,32
17,148,181,3
17,163,181,111
17,24,189,23
,158,,31
12,46,185,4
6,104,195,4
7,164,,1
3,19,192,2
,164,,41
14,,192,19
1,,185,2
9,29,184,18
5,27,198,67
14,119,,6
7,138,191,42
3,57,185,15
,94,192,33
,105,187,12
7,140,197,18
11,117,182,5
,,191,129
,64,185,23
,,181,63
4,178,192,32
10,,,174
17,58,186,1
14,62,193,1
10,33,191,47
17,64,198,9
4,,182,4
18,126,186,10
,147,191,27
11,,187,19
16,119,192,5
11,,193,66
5,35,184,3
5,112,186,4
11,40,188,32
14,51,182,3
,,190,60
8,,183,11
,83,194,23
5,33,187,2
7,137,192,4
12,,193,13
14,97,,24
5,123,193,99
5,149,,48
17,113,198,1
11,99,195,8
,149,193,44
6,55,192,62
5,42,190,2
16,42,184,3
,125,188,1
18,57,,111
,27,191,117
5,149,182,4
,179,188,10
2,,,39
9,96,189,1
3,70,184,117
3,126,186,23
10,20,190,6
5,57,185,13
18,,186,47
1,28,192,8
,140,192,1
16,111,183,1
16,42,192,7
1,67,183,1
9,,186,4
16,58,,44
,34,193,19
6,,188,42
5,116,196,28
9,,183,13
6,178,192,10
17,176,190,5
18,44,184,7
10,33,181,20
16,174,,49
17,140,185,5
5,126,198,19
12,63,190,1
5,107,,30
14,114,189,9
2,,192,35
3,171,183,7
7,,186,31
8,93,,14
16,121,193,1
11,162,,20
,39,192,28
16,55,192,1
16,97,186,49
3,,191,20
8,20,,33
6,55,197,8
10,113,187,2
6,72,183,3
14,,183,14
4,94,195,1
17,140,186,23
16,,186,34
2,,187,2
5,126,193,26
11,148,197,4
12,52,194,2
9,,193,24
6,102,185,1
16,126,186,13
10,71,195,228
14,51,,11
11,153,,3
9,,184,4
14,61,198,146
,61,198,4
10,119,186,55
,19,192,53
11,40,198,5
,54,188,18
5,,189,30
16,30,185,164
7,,185,12
14,146,,5
13,64,188,1
,138,184,36
,118,192,60
,99,,7
10,143,,1
4,147,191,5
14,78,191,5
3,164,188,25
12,62,183,1
16,100,192,4
14,78,196,16
10,130,197,3
6,178,,33
16,,184,40
13,58,182,1
7,68,185,39
,121,192,13
,58,,94
6,33,,61
,78,186,4
10,65,192,5
17,148,195,8
,130,194,9
12,77,,62
5,131,,40
16,176,192,45
6,90,194,105
17,140,193,7
14,32,192,1
1,74,186,4
2,164,,17
9,126,186,3
14,123,181,117
,39,194,21
11,,198,24
14,158,186,27
5,155,186,44
3,40,192,10
11,117,191,10
5,123,196,117
1,65,,17
8,104,189,41
7,80,195,61
4,19,187,2
6,59,183,13
,55,192,2
5,131,198,6
10,58,192,7
,99,195,37
6,,,108
,52,,10
5,62,198,2
16,,195,20
14,102,190,3
4,94,184,138
,145,187,23
3,44,188,1
17,118,,38
14,177,197,18
,118,198,14
,174,,15
4,79,,3
5,24,185,2
14,84,,19
6,90,189,1
3,171,191,5
10,35,194,64
17,94,184,1
11,27,,89
12,,197,24
14,,184,27
12,77,187,6
6,178,186,10
17,33,192,17
4,85,184,2
16,33,,4
14,177,185,18
4,59,195,4
1,126,198,1
10,109,184,2
,81,185,22
2,86,185,121
,102,190,33
10,164,193,63
11,88,185,4
6,104,190,5
14,123,191,1
11,126,186,8
,26,189,20
11,,196,32
10,158,,44
10,,188,36
3,164,191,33
8,164,190,1
3,174,184,32
8,54,191,1
,126,198,34
3,164,187,6
12,107,197,78
6,40,196,5
17,120,185,19
14,32,189,2
1,90,,2
10,,183,25
3,27,191,12
5,22,183,90
,76,,2
11,69,,1
11,177,,10
11,40,192,6
,117,193,69
17,,182,27
6,94,192,1
17,121,186,7
7,75,186,2
16,124,,17
4,133,189,2
3,171,189,4
16,176,183,7
1,74,187,3
,83,,7
1,145,,3
7,179,191,1
11,117,,75
10,158,198,12
6,,185,12
10,33,189,71
17,147,191,4
12,171,192,4
9,,195,19
6,,187,34
,178,,9
14,176,190,9
17,19,198,1
,118,,18
5,131,193,6
17,,187,55
10,148,197,7
18,145,,27
5,,192,60
12,145,188,13
6,55,190,4
14,47,182,7
13,,185,11
,119,198,10
6,178,198,7
16,107,189,3
10,58,,48
16,,197,51
4,96,188,3
17,140,187,2
18,145,192,6
6,,193,56
12,33,190,3
15,,,20
5,,190,23
15,,195,4
12,85,182,5
17,140,,51
,55,,23
17,111,,14
5,53,186,89
11,,197,23
5,89,186,1
10,33,198,59
3,164,184,10
16,159,198,38
,113,197,9
10,33,197,82
10,40,196,8
3,171,186,7
16,63,,12
1,102,188,28
12,158,186,11
,64,184,40
3,,192,80
,104,188,66
16,174,191,27
12,77,185,7
4,137,183,4
,79,,19
7,57,185,9
11,162,188,3
13,114,194,2
5,55,,1
16,159,186,6
,72,,17
17,19,185,2
18,55,183,4
9,78,192,4
4,79,185,6
7,137,,25
15,,186,2
14,146,191,44
10,,185,26
11,117,192,15
15,69,187,2
,40,,15
15,121,,16
16,63,192,3
12,153,185,4
16,39,,24
9,39,190,4
,20,192,1
,19,181,3
10,81,191,127
,39,,11
3,164,192,35
17,83,,38
12,68,,18
14,84,192,7
5,,196,8
7,126,192,6
7,100,191,14
,58,189,18
3,177,,13
14,35,,1
,96,186,52
,107,191,38
4,179,185,55
4,176,190,10
5,126,183,15
,42,,30
6,65,192,3
,52,194,33
17,27,191,9
17,48,,16
,127,197,19
,159,193,31
17,42,185,1
4,94,,34
18,145,184,80
14,58,193,7
9,40,,7
3,39,194,1
17,19,192,18
16,97,193,136
5,126,189,9
15,54,185,3
10,158,186,19
18,102,190,6
11,164,193,9
3,58,,47
8,,198,19
9,20,191,2
18,145,191,2
,178,187,2
1,136,186,52
12,67,186,2
18,26,192,20
16,69,188,1
12,,198,52
18,114,198,2
16,62,,6
9,,198,7
3,167,188,6
,40,196,47
7,72,185,12
4,96,,73
14,104,188,5
10,152,186,7
,27,198,15
17,67,190,52
10,58,184,2
18,50,192,5
1,105,190,60
11,40,181,3
4,77,195,6
11,,191,58
10,177,,14
14,37,185,11
17,140,192,47
12,44,187,20
10,33,188,15
16,166,186,11
12,44,,11
12,179,181,1
18,177,185,3
17,134,192,2
14,58,197,22
,126,,20
14,58,183,7
,37,186,9
,,187,54
16,155,188,3
18,129,186,4
13,,188,3
9,121,185,43
14,26,189,4
2,79,192,4
18,143,193,27
12,121,193,2
2,88,186,25
18,54,198,7
16,33,192,114
11,,184,32
6,177,189,2
3,164,189,13
6,67,183,1
16,85,182,23
6,177,,52
16,174,186,9
8,55,183,3
,,184,66
7,149,193,8
12,164,193,51
16,,188,11
12,27,186,1
11,55,183,3
2,,195,6
6,35,191,22
,102,189,1
14,62,191,2
7,96,,16
15,,188,19
3,79,195,11
18,26,197,3
14,78,192,16
10,147,191,1
10,108,188,2
15,54,193,4
18,143,188,4
10,52,182,3
17,68,185,3
6,63,186,6
14,177,186,19
3,143,189,4
7,72,187,8
8,,181,35
5,177,,28
,85,,9
11,,,81
16,107,197,11
14,123,,5
3,,198,13
12,166,185,18
12,178,,2
16,164,193,13
4,177,,11
12,63,193,3
4,,192,39
,97,181,1
1,65,186,7
10,,191,23
4,118,197,8
18,,,79
1,74,181,2
3,26,186,8
,50,195,33
9,63,,68
17,57,185,25
18,32,181,1
16,62,187,21
10,33,184,28
14,179,192,4
16,79,192,55
5,158,,185
4,,189,21
6,58,,12
6,104,,94
1,107,,53
3,171,193,7
15,,182,2
18,30,186,29
17,64,189,33
3,78,197,4
10,54,188,5
7,89,186,37
3,179,185,1
,152,192,6
6,79,186,11
2,152,190,8
,153,,22
11,72,183,4
14,108,,25
9,85,197,14
16,173,,11
12,55,183,2
6,,182,12
4,108,183,1
9,,194,32
14,20,181,11
5,137,183,2
,33,197,5
,158,188,32
17,166,184,11
14,,198,16
8,104,,3
3,152,193,2
10,85,182,20
16,39,185,3
3,164,190,18
3,,190,7
,118,193,2
3,102,190,8
11,,185,7
,62,189,5
5,131,192,5
14,78,183,2
4,,186,78
9,39,184,3
5,175,,10
18,46,193,2
3,164,198,21
4,54,,1
4,69,191,3
10,123,193,2
17,111,197,1
12,77,198,3
13,64,183,2
8,51,193,20
11,102,181,2
,134,183,6
7,143,189,3
9,105,,15
5,126,192,36
4,116,189,4
5,107,195,3
2,,197,22
14,,188,23
4,179,194,2
14,130,189,2
18,,190,4
14,165,184,6
7,125,197,10
12,56,181,2
11,58,190,7
9,137,,20
14,79,186,50
,62,,12
14,112,185,2
18,27,191,5
1,121,192,1
4,163,181,2
7,159,193,2
4,174,,6
10,161,187,2
,86,185,3
4,69,184,3
17,64,181,4
14,121,183,2
7,137,195,3
9,,192,7
,178,197,30
5,59,191,6
18,,194,12
17,40,192,2
17,64,183,1
,43,186,18
8,140,197,1
,58,186,5
18,143,185,4
5,102,191,80
14,130,,26
6,19,190,2
6,33,189,6
7,,193,22
5,28,192,5
17,121,187,5
3,79,191,12
16,57,185,24
4,,195,22
6,104,198,6
11,102,190,1
14,144,,14
10,79,186,15
2,171,192,3
16,50,181,5
14,144,186,2
10,176,190,15
5,143,189,5
14,177,193,9
,164,187,2
3,140,197,7
18,152,186,7
14,177,191,9
9,105,192,4
10,55,183,7
5,164,193,19
16,131,182,28
15,23,198,93
4,35,191,42
14,108,193,6
10,158,196,1
6,131,182,2
6,63,187,4
,137,183,15
8,164,193,5
11,138,198,4
16,29,195,2
2,102,181,16
17,83,186,7
9,85,184,30
11,59,195,2
10,130,192,2
2,79,,17
5,149,184,5
9,105,185,1
18,121,182,1
14,72,188,7
12,81,191,5
8,178,189,3
3,85,181,2
12,62,186,15
10,110,,5
2,111,186,63
11,117,194,7
,107,197,10
,97,186,2
,131,,4
7,,187,9
15,32,198,1
12,,185,22
5,126,187,14
5,127,197,2
3,158,181,14
17,58,,7
4,64,185,23
4,116,181,1
12,143,189,5
6,,189,12
4,164,181,2
10,158,197,2
5,20,181,2
5,153,198,6
16,176,191,26
11,44,184,4
9,39,,27
4,86,197,3
14,107,189,4
3,,181,7
16,54,188,7
4,,187,24
3,65,,4
9,84,194,1
7,37,187,3
9,180,187,1
1,74,185,6
6,,186,18
4,67,186,1
17,83,193,6
4,143,189,11
14,94,192,1
,164,192,4
10,130,,10
9,153,190,2
9,,,45
7,108,188,1
17,64,192,9
6,,191,25
5,28,198,1
17,83,195,5
11,27,189,10
,84,186,21
14,152,186,3
6,,194,18
14,177,192,34
17,120,186,3
5,51,187,3
5,35,195,1
1,176,190,1
8,27,191,4
12,167,193,1
9,105,191,1
11,20,196,5
14,179,187,1
17,,194,21
5,35,192,14
10,123,196,1
5,102,197,4
12,46,,22
18,121,181,1
16,30,184,4
,50,193,7
,174,186,2
5,43,191,2
7,112,181,1
7,85,182,3
14,51,185,5
1,65,185,4
14,68,198,3
10,166,198,8
17,19,,41
,152,,12
6,178,189,10
16,97,189,2
,49,184,1
4,,183,3
16,42,182,1
16,174,192,9
5,123,,6
10,26,186,3
,32,195,4
18,101,188,3
7,148,192,24
7,,195,16
14,164,186,2
,35,,7
7,72,198,9
3,166,195,1
,105,183,17
12,133,190,2
10,33,187,34
10,102,181,10
3,42,185,2
17,148,188,4
,63,,7
4,114,194,8
8,164,198,2
,26,,22
,123,181,3
15,158,186,5
6,19,186,14
3,51,,7
6,37,185,6
5,114,198,12
,114,198,4
12,37,186,2
15,43,192,32
16,177,,12
16,83,186,1
2,79,198,2
18,176,192,2
14,84,189,1
11,90,195,2
17,107,191,5
7,152,186,6
3,49,192,7
16,112,192,11
6,158,186,11
16,57,192,42
16,88,191,13
5,131,183,3
11,40,184,6
,42,185,15
16,104,194,1
6,63,191,7
14,116,187,6
9,78,190,4
17,,186,14
6,104,197,9
3,77,195,4
16,100,,15
,121,,10
14,124,,1
17,31,,5
5,153,192,8
4,104,,1
8,58,,2
16,107,198,2
3,69,192,4
,96,,10
,46,193,24
5,,184,31
16,166,192,5
16,119,187,1
5,79,186,9
16,176,187,3
,131,182,44
17,94,192,2
12,121,,12
16,160,190,2
17,113,,9
,104,,15
17,67,192,1
17,140,198,16
17,117,193,52
5,107,182,4
16,42,186,5
,113,187,18
18,50,,25
7,112,,15
,85,184,3
16,111,195,6
18,39,184,4
18,57,184,13
5,126,184,13
9,28,,13
14,143,187,3
18,129,195,2
6,164,182,1
9,54,198,2
,26,190,1
10,130,186,4
11,109,183,3
,140,,17
14,119,184,2
6,33,198,6
10,85,193,1
5,153,194,1
,40,185,5
10,109,186,37
18,26,190,1
14,,195,22
1,74,183,1
,102,191,12
5,107,198,4
7,20,190,1
5,149,195,7
3,52,191,1
,108,188,18
5,42,186,35
12,133,186,6
1,107,198,11
10,20,181,5
6,121,188,3
11,27,193,18
16,23,,5
6,63,183,6
2,153,198,2
4,174,184,4
5,171,189,7
18,,198,9
8,164,192,1
17,148,184,4
18,95,181,39
11,179,191,2
6,121,,21
16,58,186,6
10,119,181,15
6,19,189,6
3,79,182,5
13,64,192,6
10,60,193,1
4,122,188,101
12,133,,20
5,126,196,5
7,,194,10
17,,184,41
16,46,192,3
3,100,197,61
1,33,192,5
6,,197,69
18,177,194,1
14,72,184,2
14,166,193,1
9,,191,25
7,72,189,29
12,62,,42
6,59,,54
6,33,193,5
16,52,186,43
10,96,186,6
4,161,198,4
10,96,192,2
14,97,193,2
16,102,192,20
4,149,191,3
16,83,,8
11,,195,60
12,40,196,3
17,,181,5
5,43,193,7
16,159,189,4
5,58,185,7
16,147,192,35
6,59,191,8
14,64,184,7
,179,192,2
7,112,187,2
10,121,198,2
6,59,184,7
5,90,197,3
5,90,,1
9,20,,13
7,112,193,2
10,67,194,1
5,155,190,1
16,37,196,2
3,44,192,1
4,27,191,5
17,148,193,9
7,44,192,8
16,37,198,6
,121,182,29
6,127,186,1
5,43,,20
7,148,185,3
10,33,183,26
11,27,186,24
,78,,11
5,149,198,5
16,164,182,2
12,68,190,5
,19,187,40
,174,184,30
14,177,194,6
11,117,185,7
16,97,185,2
3,113,183,2
10,27,185,1
3,51,183,2
11,40,193,11
,132,194,2
3,69,,14
,20,,7
3,171,195,6
16,127,183,2
,68,198,36
16,118,192,7
7,72,191,79
17,158,186,7
4,158,188,8
10,33,193,52
14,108,198,4
18,111,187,3
6,35,,3
10,52,192,1
3,54,198,9
11,117,197,7
7,46,193,3
11,104,188,4
11,117,195,13
17,148,198,9
7,44,189,3
12,179,190,1
9,147,,16
7,102,190,2
14,121,,3
5,,183,25
17,74,192,2
1,120,181,1
5,37,185,3
3,158,195,12
16,124,184,2
9,33,192,19
8,57,185,1
14,130,186,4
11,117,181,9
14,96,186,3
3,64,185,2
10,58,193,4
14,177,198,29
,,188,55
17,159,193,3
6,33,194,8
,62,194,4
,133,197,16
2,,185,16
5,158,191,2
7,112,194,1
3,,185,13
18,72,183,3
16,62,186,1
2,118,192,4
,78,185,2
14,51,193,2
16,100,193,39
10,59,194,1
6,138,,5
17,137,184,2
9,58,185,3
10,153,,16
3,171,184,14
18,26,198,2
10,110,184,3
,60,,2
10,83,194,4
3,44,,14
18,26,183,2
7,137,183,3
16,39,195,4
4,96,197,6
3,100,195,3
4,179,,34
14,59,195,5
10,158,194,5
10,72,183,8
17,133,193,2
14,,181,6
,139,193,9
16,29,196,1
,119,186,31
17,44,184,7
5,158,186,11
,43,,6
17,112,187,1
11,121,192,2
6,55,189,3
,31,185,10
5,149,194,1
18,,192,9
7,44,194,2
5,42,,22
18,153,198,2
16,19,187,6
17,19,197,2
,20,181,28
5,107,184,3
10,146,182,1
,179,184,19
5,97,189,1
,166,193,1
1,,195,6
17,31,192,4
8,33,192,17
16,134,192,3
17,62,190,1
4,179,192,10
1,107,190,8
16,166,193,5
16,69,195,3
,59,192,1
8,19,192,3
5,114,188,3
17,,185,16
18,101,,17
6,27,191,6
14,179,185,2
11,114,194,1
17,178,189,3
17,121,192,5
9,105,186,2
3,72,,1
7,109,,2
5,102,182,8
17,138,184,2
,114,,2
9,137,192,4
,50,189,2
6,68,195,6
1,74,,24
6,101,185,1
12,62,188,3
16,,189,39
12,70,184,1
,84,194,19
16,42,197,4
16,176,188,15
16,52,185,6
12,,187,1
6,164,184,5
17,121,,28
8,20,190,3
16,46,,9
17,54,198,3
16,63,186,7
16,126,185,1
16,83,190,1
,70,183,4
1,131,182,2
5,58,,9
7,112,195,2
17,19,193,5
4,96,181,6
13,,,9
,26,186,26
3,97,183,3
,20,190,9
7,40,185,3
18,145,190,2
