OBD1 ID,OBD2 ID,OBD3 ID,Count
15,102,,2
10,112,181,1
10,145,,5
16,70,,1
6,19,192,7
12,167,,1
13,86,,1
7,100,191,1
10,121,,5
2,22,,2
16,77,198,1
5,129,,5
16,114,,3
5,68,,2
3,79,186,17
9,171,,1
18,83,,2
4,164,,1
9,164,,1
14,121,186,25
14,,186,2
14,166,184,2
3,99,195,12
8,144,,1
16,137,,4
3,155,,3
18,154,,1
12,33,,4
18,136,,3
14,107,,2
11,80,,3
,59,,3
2,115,,2
10,101,,1
18,101,185,6
14,155,197,3
7,79,,2
3,125,,4
8,113,,1
5,58,,2
12,79,190,2
10,133,189,1
3,180,,2
6,122,184,16
10,174,,3
5,91,,3
2,,186,6
16,41,,3
10,140,183,2
18,57,,6
16,51,,4
16,98,197,4
3,34,,1
16,58,185,5
15,82,192,2
17,150,,2
8,128,,1
18,99,,2
5,,185,7
3,111,,1
7,24,,1
7,107,,1
15,174,,1
11,93,,2
1,74,190,2
10,22,,2
18,161,,2
1,98,184,3
3,150,,1
5,163,,5
18,163,,2
6,158,,1
14,82,,2
17,83,194,8
18,105,,6
16,180,,7
18,143,189,13
16,55,196,8
5,91,182,17
16,141,,4
18,168,,1
2,52,194,8
16,102,181,12
11,158,,3
3,70,195,2
18,131,,1
9,121,185,2
10,163,,5
5,80,,3
16,65,,6
,126,,1
15,106,,2
18,51,186,5
18,179,,2
1,149,,1
14,133,,1
15,83,,2
2,152,186,14
16,115,,1
5,136,,2
3,103,,2
12,116,,2
6,69,184,1
18,119,,2
1,71,,1
18,68,,2
10,155,186,2
14,39,,2
11,117,193,14
9,94,,2
18,72,,2
5,33,,1
6,104,188,15
16,109,,2
7,118,,3
17,47,,1
7,50,,4
14,71,,7
18,106,,2
12,37,,4
12,124,,5
7,168,,1
,76,,1
18,53,,6
12,135,,3
13,106,,3
5,34,,3
6,61,196,2
3,46,,1
4,150,,1
10,164,193,10
,121,,3
16,176,192,1
1,50,,3
16,53,,4
4,96,186,12
12,90,,2
9,127,,2
4,94,192,14
18,141,,5
6,28,196,1
,25,,1
5,111,197,3
17,52,,2
17,64,,1
6,55,183,13
14,25,,2
7,160,,2
12,46,,7
10,168,,3
3,168,,2
14,147,,2
18,26,186,1
7,96,192,6
16,74,,6
7,44,184,7
10,139,,5
14,87,183,6
7,72,,1
4,54,,1
,105,,2
1,137,,1
8,93,,2
8,141,,1
12,179,,2
7,134,183,3
10,98,192,5
5,40,,3
6,45,,2
8,140,,3
12,68,187,2
10,40,,3
9,175,,3
10,34,193,4
13,89,,1
12,109,,3
8,24,,1
10,110,,2
8,,195,14
14,123,,2
3,118,,3
16,82,,4
14,80,,3
10,151,190,1
1,38,190,1
7,35,181,9
10,167,,5
4,179,,3
,,185,1
16,126,,4
10,56,,3
4,148,197,3
5,111,,4
6,167,,3
5,143,191,5
10,92,185,3
12,61,,2
2,23,183,4
18,151,,4
18,137,,5
4,29,184,9
5,24,193,4
14,97,186,1
12,32,197,1
1,55,,1
12,74,,3
5,117,,13
15,19,,1
17,57,,3
4,70,191,2
10,135,,5
10,49,,4
6,48,,4
11,168,,1
16,25,,4
7,161,,3
17,31,,2
1,107,,2
10,132,,1
18,95,181,2
16,146,,3
17,111,,4
5,54,,4
10,53,,2
3,75,,2
15,98,,2
15,127,,2
2,67,,1
5,176,,4
5,21,,1
10,26,183,14
6,82,,3
16,20,,5
7,98,,3
6,79,,4
10,127,,3
5,42,,4
18,147,192,4
5,73,,2
4,93,197,3
2,154,,4
11,,192,1
4,68,192,1
6,161,,1
10,51,182,3
9,105,181,11
12,49,185,1
5,104,,1
14,178,185,16
5,69,197,6
3,176,,3
11,31,,1
16,24,,5
16,98,186,1
17,25,194,4
10,158,188,4
5,149,193,7
1,83,184,2
13,46,,1
18,35,,3
12,136,,7
12,66,193,1
12,132,,2
14,121,,4
14,102,,3
12,54,,3
14,112,,6
12,113,,3
5,171,,3
3,131,,2
3,70,,5
1,25,,1
7,113,,1
1,133,,2
14,58,,12
14,77,,5
13,108,,2
18,62,,3
15,65,198,1
4,66,,3
4,175,192,3
12,169,,2
3,171,,2
12,66,,3
12,164,,6
15,45,,1
17,80,,2
17,170,,1
,,197,7
4,86,,3
18,26,189,5
7,35,,2
12,34,,4
7,125,197,3
15,141,,2
18,49,,1
3,179,,2
5,36,,2
10,19,,3
6,69,,2
12,44,,2
12,151,185,4
9,169,,2
10,117,,4
5,96,,5
,42,,1
5,69,,3
4,140,184,9
12,177,,4
17,79,,3
5,105,,2
18,62,193,2
7,110,,2
4,73,,3
13,82,,3
8,164,181,3
12,108,,3
3,164,193,3
8,86,183,1
,158,186,4
18,143,,3
16,144,191,6
13,115,,1
1,116,,1
10,98,,1
12,128,,2
6,92,,4
2,29,184,1
18,103,,3
17,70,,2
16,69,193,13
14,60,197,1
10,75,,3
6,160,,2
5,90,,1
10,138,,4
5,164,,5
12,27,184,1
14,53,,2
18,26,,5
13,137,,2
14,157,,2
16,156,,4
11,126,,2
11,105,,3
5,133,,2
9,75,,1
11,72,,2
10,165,,4
6,127,,1
4,44,,2
16,63,189,6
16,63,185,1
5,75,,2
6,63,,2
10,89,193,3
10,64,,2
17,84,,1
7,67,,2
15,82,,1
10,136,,4
5,43,,4
5,137,,3
3,99,186,1
5,177,,1
9,39,,2
3,78,,1
11,40,192,1
14,173,,1
6,173,,4
6,33,187,9
3,69,195,9
12,143,,1
5,112,,3
12,144,,1
,34,,1
18,59,194,2
11,125,188,1
17,34,,4
3,65,,2
17,176,,1
7,46,,2
1,180,,1
3,149,193,1
14,45,,1
10,116,,3
16,165,,3
2,62,,2
3,40,197,1
6,32,,4
18,130,,5
1,67,,1
10,110,183,4
17,126,,4
3,116,181,1
10,111,,2
18,110,184,1
3,104,,2
9,111,,2
12,129,,2
18,149,,4
11,23,,2
10,155,,5
10,156,,1
3,117,,3
18,64,,4
5,125,,4
10,83,183,1
17,105,,3
10,28,,2
5,77,,5
18,76,,2
10,41,195,1
14,24,196,5
4,101,,2
16,128,,4
5,107,,2
16,80,,3
14,20,,3
18,74,,4
6,59,186,1
10,176,,6
,167,,2
,54,191,1
12,123,182,2
14,158,,4
10,85,,2
9,149,,2
1,77,,1
12,134,,1
5,179,,5
3,53,,1
6,66,,2
11,158,186,1
16,61,,3
13,79,,2
5,101,,2
12,51,,6
7,149,,2
7,37,,1
7,91,,1
8,23,,2
,132,,2
4,173,,3
12,125,,3
3,70,184,11
9,121,,1
9,50,,1
3,125,195,1
5,149,,6
16,56,,5
17,137,183,2
18,159,,1
13,168,,2
16,171,,2
5,153,,7
12,64,,4
2,62,183,3
14,118,185,1
12,107,,5
12,163,,1
12,73,,4
1,47,,1
14,47,,2
10,175,,2
7,112,,3
6,85,184,1
16,158,,1
18,155,,2
17,172,,1
1,161,,2
18,118,,5
6,130,,2
14,61,198,1
14,165,184,10
6,112,,1
7,,196,1
7,178,,1
18,96,,1
11,151,,2
,92,,1
12,24,,2
6,49,,1
5,35,,2
3,164,181,1
9,80,,2
17,101,,3
,167,189,1
4,74,,2
18,19,,5
4,82,,4
,165,184,1
,165,,1
12,77,184,1
7,102,,1
12,67,184,1
14,93,,1
5,83,,5
4,53,,1
10,112,188,3
5,49,,4
4,115,,1
10,167,188,2
17,30,,1
7,123,,5
9,123,185,1
3,130,,4
5,35,191,15
5,44,,4
12,112,,2
16,19,,7
14,86,186,2
15,74,184,1
14,159,,1
9,100,,1
8,20,181,7
11,39,184,1
17,155,188,1
7,142,,3
18,126,,3
5,70,,2
3,21,,2
11,109,,1
5,86,,3
18,21,,1
5,29,,1
4,116,187,2
2,173,,1
16,84,184,13
7,31,,1
3,42,,3
2,83,,1
10,54,186,1
17,61,193,2
4,97,198,4
1,29,184,1
10,152,,3
10,43,,3
16,69,187,3
16,54,198,5
18,174,,2
12,57,,3
7,163,,1
18,60,191,1
6,60,,5
12,88,,1
17,125,,2
2,140,,4
14,31,187,3
18,93,,1
5,170,,2
5,43,186,1
18,113,,2
12,38,,1
,137,,2
16,166,198,4
3,173,,3
4,116,,1
18,128,,4
5,79,,5
18,147,,4
15,,191,1
6,175,,1
6,43,190,2
12,20,,6
17,41,,2
5,87,,2
4,154,,1
13,132,,1
,133,193,1
18,59,,1
14,76,,1
,78,197,1
4,178,189,6
16,23,198,3
9,152,188,6
1,65,,3
11,133,,1
11,24,,1
14,74,190,1
14,84,186,1
3,83,,6
14,27,,1
14,67,,2
15,49,,2
6,169,,1
6,22,,1
,91,,2
8,87,197,1
14,98,,2
10,80,,3
15,27,,1
3,146,197,1
2,33,,2
,180,,2
3,31,184,3
17,69,193,1
3,73,,3
7,133,,1
16,147,,4
6,118,197,2
10,90,,2
11,176,,2
4,64,185,2
18,40,,2
7,89,,2
5,76,198,3
9,51,,1
10,144,,3
12,172,,2
17,75,,1
17,74,,1
14,35,,2
,,186,1
17,180,,2
5,149,186,1
17,157,,2
12,84,,1
5,127,,2
3,37,,2
7,119,,4
16,100,187,4
6,178,197,2
10,89,,3
5,80,198,1
,108,188,1
10,42,,3
6,59,,1
,115,198,1
3,24,,1
4,88,186,3
7,39,,1
,158,,1
17,58,181,2
10,137,,4
3,148,,3
16,93,,5
10,113,,5
18,33,,2
6,176,,3
10,162,,5
17,135,183,2
1,66,,1
18,59,182,1
7,159,,3
10,51,,2
5,48,,4
12,168,181,7
18,127,197,2
18,100,,4
16,59,,3
,179,198,1
15,84,,3
6,147,,2
5,165,,5
16,176,190,4
10,47,,3
4,120,186,1
14,176,,1
10,108,,4
1,20,,1
5,159,,2
2,25,,2
7,152,,1
6,171,,4
18,150,,4
17,83,,2
8,100,,5
7,169,,2
11,161,,1
10,90,198,1
15,120,,1
15,166,,3
3,151,,1
4,96,183,2
1,86,,1
18,20,,2
3,154,,3
4,43,198,4
10,35,193,2
13,159,,1
2,149,,1
15,32,192,1
6,36,,1
6,19,,1
13,115,186,3
,96,192,1
18,57,185,5
18,129,197,2
16,23,193,2
18,135,,1
17,117,,3
12,144,197,3
17,89,,2
5,172,,3
10,95,,3
9,55,,2
2,156,,1
17,173,,2
12,130,,1
,144,197,1
11,173,186,3
12,153,,5
10,145,197,13
5,53,,1
9,142,,3
7,32,,4
6,108,,2
16,84,,4
12,85,,2
10,92,,5
14,54,,2
6,122,,4
10,83,,3
15,86,,3
11,141,,2
5,152,,3
3,51,,1
14,122,,3
15,97,,2
10,77,,3
6,39,,5
12,147,,1
4,148,194,1
2,120,,2
3,,192,2
10,33,185,1
7,57,,4
,101,186,1
13,99,,2
8,38,,1
18,27,,2
5,27,,2
16,83,191,2
16,139,,3
7,138,186,2
11,141,184,3
8,21,,2
10,19,187,1
17,100,198,1
10,,189,1
16,117,,2
4,121,189,2
9,36,,1
7,115,,2
7,92,,2
3,96,,1
2,,183,2
7,30,,1
12,76,,2
,170,,1
1,80,,1
13,62,,2
18,66,,4
3,76,,2
8,102,195,1
7,74,,1
17,114,,2
6,180,,2
,89,184,2
2,164,184,1
10,133,,1
14,120,,1
5,133,193,3
16,98,,4
15,66,,2
9,81,,2
12,145,,3
,146,183,1
12,152,,2
17,67,,2
15,103,,1
5,113,,2
15,139,,3
4,46,183,1
9,145,,1
1,95,,3
14,104,,1
17,63,,2
14,167,189,3
8,158,186,1
12,45,,1
5,119,188,2
15,108,,1
12,29,,2
10,27,,1
14,68,,4
12,142,,4
5,85,,2
7,88,,3
9,91,,1
11,159,193,1
15,155,,2
4,158,,2
18,109,197,2
,111,,2
8,34,,1
14,179,,4
12,75,,1
16,89,,3
18,132,,2
12,138,193,2
8,168,,2
12,155,,3
7,71,,1
14,179,184,3
10,109,,7
7,171,,1
5,130,,1
16,39,185,2
14,78,,3
6,56,,3
11,117,198,4
12,99,,7
9,63,188,1
6,33,190,2
5,116,196,2
6,149,,1
16,149,,3
2,89,,2
,62,,1
1,132,,2
,177,,1
1,65,192,3
6,124,186,4
17,121,181,2
14,87,193,1
11,103,,1
5,140,191,2
16,175,,1
14,65,,6
7,72,181,1
15,43,,1
17,139,,1
7,51,,3
16,99,190,1
6,179,,2
7,72,191,2
1,28,,1
16,173,,4
17,73,,4
3,52,,1
5,131,,1
10,119,,2
14,140,,2
1,145,197,2
9,20,190,4
17,26,181,2
3,40,186,6
6,55,,3
18,50,195,2
4,179,198,1
2,137,,2
11,50,187,1
12,28,,1
16,127,,2
16,74,195,4
10,57,,3
9,40,,1
2,180,,1
3,78,185,1
13,139,,2
17,174,,2
16,86,197,1
17,168,197,3
2,63,,1
17,59,,1
18,60,,4
3,55,,2
5,132,,2
4,119,,1
10,86,,3
14,63,,3
9,149,186,1
5,31,,2
12,50,,7
15,35,,3
6,93,,1
14,108,188,2
14,168,,3
2,36,,1
12,86,,3
5,104,188,1
12,170,,5
16,27,198,3
16,94,,1
3,91,,2
10,122,,1
10,174,183,5
5,161,198,3
3,,195,1
10,39,,5
13,35,,2
5,98,,2
,74,,2
12,178,184,1
3,99,,3
9,95,,1
11,66,,2
10,158,,3
12,168,,3
8,83,,1
5,106,,3
6,97,189,2
5,99,,4
17,99,,2
16,121,190,1
5,55,,4
3,161,,4
12,123,,3
16,104,,4
10,159,181,1
11,84,,1
11,23,183,1
3,141,,4
13,77,,2
17,,193,3
12,97,,2
18,85,,2
5,178,,4
3,79,,1
14,161,,1
3,39,,2
10,109,186,2
5,115,,1
17,19,,2
14,111,,2
4,135,,2
6,68,,1
15,22,194,3
9,39,196,1
16,138,,4
14,117,,2
8,59,,1
,25,197,1
16,57,,2
8,32,,1
15,176,,2
10,45,,3
5,22,,1
4,146,,3
18,156,,2
,110,,2
16,80,194,1
10,103,,3
17,178,,5
,64,,2
15,54,188,5
16,60,,4
11,44,,2
10,174,197,4
11,73,,3
17,87,192,1
18,173,,2
10,128,,3
6,130,197,4
,33,,2
3,174,198,1
12,68,,2
17,120,,2
8,96,,2
18,133,,3
17,177,,2
11,162,,2
5,151,187,1
,120,,1
10,48,,3
3,157,,4
3,45,,2
12,52,,3
3,72,,1
,44,,1
7,82,,2
16,165,184,2
9,114,,1
17,163,193,1
2,74,,1
6,135,184,2
17,151,,1
17,68,,1
4,129,,2
12,150,,2
17,82,,3
10,24,195,1
3,145,197,1
16,77,,6
17,102,,1
2,145,,2
10,34,,7
16,162,,2
,139,,1
13,171,,1
17,175,,3
3,126,,2
16,33,,2
17,135,,1
6,153,,1
,56,,2
17,87,,1
7,48,,1
3,136,,2
,133,,1
17,106,,2
17,122,,4
12,141,,5
3,95,,2
18,90,,2
18,154,185,2
6,178,,2
18,122,,2
16,78,,3
6,117,,2
1,34,,2
17,134,,3
5,166,191,1
9,,189,2
14,161,187,1
4,55,,3
16,174,,2
14,119,,2
16,113,,3
17,142,,4
1,165,,1
3,162,,2
14,165,,4
7,151,182,1
5,146,,3
12,133,,3
12,156,,2
15,70,,2
14,43,183,1
10,76,,3
15,112,,2
15,73,,2
4,134,,2
12,157,,4
12,58,,2
1,168,,2
7,101,,1
16,30,,2
14,168,184,2
16,136,,2
12,172,192,5
1,125,,2
18,80,,2
5,168,,5
14,175,,1
,81,,2
1,27,187,1
16,35,,2
2,19,,2
14,143,,1
5,173,,1
16,73,,2
18,142,,2
4,125,,4
1,,189,1
12,,191,2
7,132,,1
4,30,,2
5,164,193,1
18,104,,1
18,177,,2
9,32,,1
9,165,,1
10,142,191,1
3,112,,1
4,68,,1
12,95,,1
9,28,191,4
16,154,,3
3,41,,2
10,147,,1
9,,181,5
10,129,,3
14,92,,2
17,88,,1
5,76,,2
6,21,,2
16,172,,1
2,138,,2
13,52,,1
8,30,,1
5,66,,2
10,27,186,1
12,92,,1
12,83,183,7
16,34,192,2
5,,190,2
6,84,194,1
18,61,,2
3,,198,2
11,95,,1
17,104,,2
11,78,,3
4,64,,2
5,63,,4
12,126,,1
6,89,,2
15,,181,2
2,41,,2
10,143,,2
2,27,,1
10,68,,5
,116,,2
5,156,,1
14,46,,1
,163,,1
,156,,3
16,91,189,1
4,104,,2
14,95,186,5
10,81,196,2
7,44,,1
17,133,,1
17,138,,1
5,25,195,2
,32,192,1
11,57,,1
10,54,191,4
4,96,,1
10,24,,1
17,,192,1
10,84,,1
6,141,,3
7,21,,1
,93,,2
6,73,189,2
13,61,197,1
17,131,,1
9,177,,2
12,21,,6
5,,186,2
8,92,,2
5,110,,2
15,132,,1
,52,182,1
16,45,,2
14,21,,3
2,35,,2
12,179,186,6
8,173,,1
14,101,,1
5,104,193,5
15,125,193,2
12,111,,3
18,56,,1
1,128,,1
,178,181,2
2,174,,1
10,112,187,1
18,70,,3
7,95,,1
10,31,,3
16,179,192,2
11,121,197,1
6,40,,2
10,58,195,3
14,130,196,4
16,179,,2
,27,,2
,131,,1
6,133,,3
12,56,,1
,134,185,1
16,155,,2
11,32,195,1
2,111,186,2
7,57,183,1
,107,,2
,145,,6
1,62,,1
10,179,187,1
6,80,,2
2,77,,1
13,176,,1
16,122,,3
17,118,,3
5,154,,4
11,82,184,4
10,171,,1
10,97,,3
7,37,192,1
12,139,,4
17,171,,2
13,149,,1
,40,,2
12,53,,3
16,48,,3
16,72,,1
5,86,187,2
5,150,,4
12,97,183,1
4,121,,2
15,128,,1
10,124,,1
5,175,,3
16,110,,3
7,158,,2
18,77,,1
6,95,,3
7,126,198,1
9,119,,1
6,156,,3
17,146,,2
6,70,,3
7,155,,2
4,152,,1
10,178,,1
5,114,,2
11,154,,3
15,105,,2
5,151,,2
4,133,,3
17,46,,2
4,56,,2
6,143,,2
4,87,,1
10,123,,2
15,,188,1
7,63,,3
15,121,186,1
5,60,,3
,73,,1
6,155,,2
5,52,,1
14,126,,3
3,175,,1
5,126,195,1
16,69,,5
12,65,,3
16,31,,2
7,150,,1
4,112,184,4
1,176,,3
7,32,192,1
,114,,1
16,57,183,10
5,84,,3
12,77,,1
16,67,,2
7,26,,1
12,140,,3
5,53,186,2
10,,183,1
14,132,,3
5,58,189,2
14,160,,4
3,26,,2
17,179,,3
11,25,,3
7,180,191,2
2,175,,1
5,108,,6
7,134,,4
18,48,,4
5,119,181,3
,118,,2
6,87,,1
15,46,,2
15,50,186,1
2,140,189,1
4,164,193,1
,138,191,1
12,120,,2
11,20,,1
12,79,,3
18,117,,4
,178,185,1
14,90,,3
6,34,193,1
6,50,,2
12,89,,4
16,46,192,2
14,57,,3
5,100,,1
3,68,,2
17,134,187,3
5,143,,2
10,131,,2
17,160,,3
10,91,,1
12,77,195,2
16,157,,3
12,60,,3
5,26,,2
16,66,,7
16,,186,2
18,39,,1
7,138,,2
,171,192,1
17,55,,3
8,120,,1
17,54,193,2
2,107,,1
17,163,181,4
,24,193,1
1,58,,1
,125,,1
6,46,,1
16,96,,1
12,133,197,2
11,76,,1
5,88,,2
11,153,,2
16,42,,3
11,125,195,1
7,23,,1
12,40,,2
14,43,,3
18,34,,1
12,131,,2
17,58,,1
7,106,184,4
17,23,185,1
5,116,,2
1,52,,1
7,124,,2
11,149,,3
14,97,,1
18,51,,1
10,130,194,2
16,34,187,1
15,98,192,1
7,127,,2
7,75,192,1
16,164,,1
12,82,,3
5,95,,4
3,90,,2
7,22,,1
12,55,,1
17,113,187,2
14,144,183,1
14,129,,2
11,47,196,3
16,118,191,7
8,25,187,1
15,113,,1
1,160,,1
12,153,198,2
5,42,184,4
14,28,,1
17,54,,4
18,165,,4
8,69,197,2
10,50,,4
3,100,,1
6,67,,1
6,131,,3
2,130,,1
17,50,,1
16,131,,5
14,24,186,1
14,74,,2
11,50,181,1
10,21,,1
,70,190,1
18,156,184,1
16,151,193,2
4,153,,1
17,81,,1
17,33,192,1
3,71,,3
12,174,,4
9,68,,1
9,35,,1
18,115,,1
10,37,,1
3,153,,1
11,99,,1
10,172,,1
17,172,191,4
4,97,185,3
15,149,,2
2,45,,1
3,28,,2
5,148,,2
6,34,,1
17,113,181,1
9,37,,3
12,156,195,1
3,152,,2
15,175,,1
1,43,,1
,100,,2
,,181,2
7,34,,3
9,123,,1
10,20,,3
11,128,,1
9,129,,4
5,42,185,3
14,,193,1
6,25,,1
16,29,189,2
16,121,,4
8,134,,1
1,44,195,2
17,158,,1
5,51,,4
11,114,,2
16,111,197,1
15,167,,2
2,143,,2
11,40,196,7
4,121,195,1
6,164,193,1
7,120,,1
15,81,,1
6,81,,2
12,180,,3
15,60,,1
11,98,,1
10,74,,4
17,113,,1
1,88,,2
16,101,196,1
16,41,186,1
12,23,,3
8,180,,1
2,91,,1
17,93,,3
4,81,,3
,,195,1
3,134,,2
16,160,,2
6,73,,1
15,122,,2
6,30,,1
17,76,,1
2,66,,2
13,125,,2
6,148,,1
10,160,,2
12,62,191,1
7,148,,1
11,139,,2
13,162,,1
12,101,,2
7,68,,2
14,33,,4
17,61,,1
16,119,194,3
11,98,195,1
16,151,183,1
4,142,,1
11,115,,2
14,64,,2
12,94,,2
16,108,,4
14,26,,1
18,86,,1
9,84,,4
9,88,,1
10,63,,2
2,179,,1
10,170,,1
6,31,,4
14,94,,5
5,88,193,1
2,31,,1
1,74,192,1
10,70,,2
16,140,,1
7,148,191,2
2,94,,1
15,39,,5
16,127,183,1
16,103,,2
12,100,,3
7,,189,2
2,60,,2
9,21,,1
15,130,,1
5,24,,2
12,178,192,3
3,79,184,1
7,164,,1
16,107,,3
12,69,187,1
7,36,,1
12,62,,2
18,25,,1
5,62,189,1
16,124,,1
17,128,,1
14,70,,1
14,180,,3
2,42,,1
10,141,,1
6,150,,2
5,167,,2
9,,186,2
2,160,,1
2,88,,2
18,49,185,2
7,174,,2
17,53,,2
14,91,,3
15,107,,1
15,134,,2
7,129,,2
2,157,,3
9,115,,1
14,125,,1
12,119,,2
3,35,,2
,169,,1
11,144,,1
6,154,,3
,20,181,1
6,127,197,1
11,40,,3
8,146,,1
11,30,,1
15,59,,1
8,172,,1
9,93,,1
,45,,2
18,24,,1
10,78,,3
16,38,,1
18,95,,3
15,78,,1
2,176,,1
3,33,,1
,162,,1
8,119,,1
,70,,1
16,23,,2
16,142,,4
17,42,190,1
12,81,,1
9,40,190,3
4,43,,1
2,78,,1
16,120,184,1
16,111,,4
10,151,185,1
16,83,,1
3,177,,2
,104,188,1
14,109,,2
18,32,,1
3,22,,2
6,51,,2
,20,,1
14,163,185,1
4,58,,2
15,164,,2
14,155,,4
13,129,,1
4,170,,2
6,111,,1
7,179,,2
16,92,,1
14,134,,1
14,42,,3
11,55,,1
18,175,,1
15,121,,2
6,164,,3
1,162,,1
16,34,,1
5,59,,1
15,91,,1
,54,198,1
7,154,,1
14,177,189,1
17,111,190,1
11,167,,3
12,27,186,1
7,103,,1
3,92,,4
2,110,,3
1,121,,1
18,43,,2
5,138,,4
4,28,,2
3,165,186,1
15,41,,1
14,145,,2
12,137,192,1
18,,187,1
2,164,,1
16,40,,3
1,47,185,1
16,112,181,1
10,164,,2
7,27,,1
8,82,,1
16,,185,3
8,73,,1
8,152,,3
10,34,191,1
17,121,,1
4,69,188,3
12,158,,1
7,130,,1
1,74,,1
6,23,,5
12,36,,1
3,64,,2
11,177,,1
17,154,,2
8,81,,1
,74,183,1
3,97,,1
18,109,,2
