OBD1 ID,OBD2 ID,OBD3 ID,Count
7,72,197,35
3,99,197,67
16,176,192,127
16,,,490
12,,197,43
17,57,185,60
14,54,198,9
5,126,192,94
17,118,,89
7,,,299
17,118,186,18
4,107,191,3
12,46,198,254
4,94,,46
12,123,,30
16,127,187,3
2,121,184,74
16,,190,131
,19,195,2
14,97,191,9
18,57,198,22
3,161,187,1
1,,182,2
16,126,186,37
10,35,194,99
6,79,186,19
14,,184,32
5,102,,73
,68,198,62
16,176,186,56
10,39,,1
3,,186,315
11,90,183,2
12,116,187,4
6,68,185,11
14,176,193,4
7,72,191,122
16,107,189,10
7,134,183,314
9,85,186,53
5,102,192,42
5,,197,458
3,158,198,121
6,,198,88
4,,193,16
17,140,189,9
6,38,192,3
6,59,,80
11,122,192,4
5,123,196,173
16,,184,61
12,,193,34
12,46,191,6
3,180,187,333
6,,195,428
,85,182,107
14,123,181,174
,50,,36
11,117,192,36
14,108,183,133
3,164,195,35
9,,193,34
2,,184,11
4,69,,303
3,99,,94
12,133,197,430
11,,196,48
12,56,187,138
5,58,189,372
15,99,195,44
9,137,186,13
7,96,183,1
14,78,193,20
9,105,,9
18,143,193,46
,124,,11
3,,192,112
5,114,193,3
9,102,190,2
12,178,192,259
3,,187,16
16,174,,94
5,143,189,16
18,59,194,217
14,84,,38
18,,187,44
3,176,190,22
14,161,183,2
10,152,186,23
16,,195,52
4,64,186,2
17,121,182,249
14,97,,35
17,118,185,12
14,,192,38
11,39,193,6
12,107,197,106
6,178,,55
2,58,,6
,83,192,140
14,108,181,7
,105,187,25
17,113,187,398
11,,197,57
10,164,193,95
12,107,195,2
1,107,193,25
1,102,,5
11,39,192,23
12,179,190,4
14,43,188,2
11,117,191,15
4,126,186,11
10,33,186,292
6,19,188,3
,100,198,10
14,119,,17
6,97,,7
5,126,189,34
14,20,190,36
14,179,188,7
6,152,192,2
10,155,186,26
9,,197,41
4,33,192,107
12,104,191,1
6,63,189,6
3,44,,32
14,112,195,6
18,,184,6
7,75,,1
,178,197,53
9,85,197,30
17,118,195,6
,140,197,268
18,37,198,26
16,52,,20
4,120,,23
18,143,,119
5,147,191,5
4,130,194,3
16,54,186,31
3,,185,24
10,33,181,58
12,158,186,11
11,88,183,2
4,88,181,2
6,55,,137
5,43,192,15
11,27,186,53
4,179,192,25
,,191,242
14,61,198,197
14,96,186,12
12,,188,13
,84,186,41
4,118,183,5
5,149,,64
17,167,195,4
17,40,185,187
16,27,190,5
9,153,198,11
16,23,,26
1,107,186,39
,179,191,47
14,51,197,2
3,99,191,13
,152,,52
,72,183,83
6,52,185,296
3,171,191,17
4,,186,123
1,178,197,34
1,111,183,37
12,102,190,3
,57,185,200
1,107,184,15
5,59,183,148
16,139,190,2
7,137,,30
10,72,183,11
10,126,198,2
,35,,29
16,102,186,29
4,178,188,6
6,,185,19
,102,197,1
6,118,197,4
,102,,50
,55,,48
16,37,192,16
11,,195,95
16,42,195,6
14,164,193,75
7,89,186,53
,171,,18
11,162,,14
7,137,198,14
,117,,52
3,37,185,9
1,,192,47
9,40,190,186
,77,195,142
2,33,187,9
14,33,192,72
3,79,185,47
4,149,193,164
5,19,187,7
,81,,13
10,60,184,226
6,33,,64
5,126,185,86
11,138,,68
6,19,186,33
17,164,193,30
6,59,185,9
2,152,194,9
16,54,183,252
11,50,195,6
4,122,188,109
8,93,192,8
11,158,186,10
10,33,184,78
4,116,193,10
7,148,191,375
9,121,181,2
14,29,189,5
16,107,188,1
12,144,181,100
,164,,135
2,98,,7
16,52,186,79
5,120,187,7
16,,192,73
3,31,192,1
16,159,185,7
16,97,186,62
4,126,198,4
,117,190,153
17,54,188,2
11,140,197,10
14,97,187,6
3,66,,11
12,64,184,20
14,79,186,61
6,166,182,304
14,78,182,5
16,166,184,12
6,19,,88
4,96,195,20
1,,197,19
7,44,192,23
6,178,186,25
,99,195,38
17,155,181,19
5,149,186,14
3,65,195,253
13,27,186,1
18,,195,55
1,33,,3
5,102,191,137
,49,195,4
5,102,195,7
11,85,182,17
,112,187,12
18,26,184,64
16,39,,37
18,24,184,1
,153,,63
3,158,197,37
5,155,186,51
2,107,183,5
16,,191,37
16,62,187,19
17,167,188,237
5,177,,42
17,140,,105
14,58,187,16
4,96,192,56
5,,195,129
10,161,195,2
8,,197,38
,112,192,66
8,164,,29
,104,,40
,118,192,80
4,19,187,8
2,112,192,1
10,33,193,147
7,,184,138
17,19,192,37
9,,186,8
4,173,198,2
14,108,195,9
3,99,192,19
7,119,184,256
8,93,,31
17,148,,152
,148,197,125
3,79,194,6
11,40,192,32
3,119,184,2
4,161,187,3
5,126,195,33
9,100,198,2
6,130,194,1
17,121,192,4
17,19,196,3
,143,,44
16,176,195,36
15,,197,14
18,96,186,4
1,107,191,21
8,51,193,20
9,85,184,47
11,117,197,12
17,117,193,95
,63,193,43
16,58,183,7
,,182,118
3,164,192,136
10,104,198,209
9,121,198,2
16,37,188,28
15,107,189,1
2,96,186,5
,123,193,5
2,83,194,2
5,131,,60
10,33,191,97
4,42,188,3
3,164,189,31
3,152,186,239
1,78,197,8
18,57,193,31
8,104,193,1
16,174,194,5
3,28,183,4
5,177,182,3
6,169,198,170
,62,190,307
7,,197,71
8,,183,20
7,137,183,9
,121,184,23
7,112,181,2
11,121,186,1
6,145,187,4
16,64,185,15
17,,190,9
2,152,181,9
11,151,193,279
16,27,184,4
12,62,192,39
3,171,194,13
14,112,,37
4,,195,36
3,158,184,31
16,54,,96
13,64,,37
6,,181,6
14,177,186,54
16,107,184,1
16,121,190,131
,112,,38
10,35,188,2
14,130,192,15
16,119,,18
7,44,,92
6,50,193,101
3,149,193,11
,123,192,31
18,126,186,19
3,39,192,7
8,164,185,3
6,43,188,2
6,63,192,19
7,,183,62
3,152,190,321
16,139,,9
16,150,193,91
14,33,193,3
,,190,152
10,149,191,2
14,113,197,2
11,40,188,54
,39,,32
4,67,185,3
15,43,192,49
16,126,198,8
4,120,190,5
,159,193,43
10,158,,54
18,143,185,20
3,126,183,2
,26,,56
4,143,192,3
18,29,195,116
1,102,188,35
18,102,181,16
10,52,194,12
6,35,,6
,77,,19
17,127,197,3
18,57,192,74
2,107,192,2
8,104,189,93
,139,182,30
14,121,186,108
,107,189,69
,129,,6
2,50,195,3
17,140,186,56
16,57,192,72
14,179,,16
11,58,,10
6,121,,23
18,,197,51
11,173,186,104
,176,,73
12,51,187,3
17,96,193,1
5,64,185,7
12,164,193,64
14,130,198,7
14,20,186,30
16,158,186,30
3,79,184,28
17,178,192,2
12,86,197,242
17,19,,46
18,24,186,6
6,63,194,4
2,152,185,22
17,178,189,3
,63,,11
1,107,182,7
16,,189,42
16,52,189,8
10,166,198,9
11,109,183,3
12,77,192,23
7,,192,121
5,59,,26
3,158,195,29
,53,,1
18,126,198,9
10,114,192,6
17,118,193,19
16,176,191,37
11,27,187,14
,126,,97
11,27,192,64
1,136,186,76
16,131,182,46
,37,185,38
17,72,182,2
16,95,183,30
8,164,191,8
3,68,198,5
18,143,184,12
3,79,197,26
10,152,192,294
3,,198,34
11,39,,44
11,138,192,57
9,85,194,9
14,47,182,8
6,46,193,4
16,96,186,12
9,85,185,38
15,23,198,132
,152,186,116
5,20,181,8
17,46,193,4
15,,185,9
15,149,182,1
,109,193,2
12,62,190,8
17,,195,54
,57,190,1
17,64,189,58
17,148,186,20
16,127,192,6
14,27,191,17
12,46,190,8
7,44,195,69
16,176,189,28
18,57,197,24
7,84,191,3
16,100,191,135
16,33,190,5
1,107,,89
11,82,184,168
,147,181,3
16,,182,38
1,44,186,6
18,57,186,55
3,51,195,259
17,83,191,13
6,178,189,11
,85,,46
18,,198,14
10,33,197,175
11,27,,137
3,109,195,2
5,22,183,106
12,77,190,6
,40,196,86
18,59,192,3
8,130,,11
6,44,186,1
,139,,6
16,,181,63
5,35,193,21
4,104,198,7
,133,189,18
6,52,,45
6,178,181,2
,84,194,20
16,29,,16
14,126,186,58
11,39,186,10
2,179,191,60
5,116,196,44
6,104,193,12
12,166,185,31
2,164,192,7
12,178,189,3
14,48,,9
,78,,40
5,149,181,6
5,120,182,283
16,57,197,3
4,44,184,13
5,158,186,23
,70,,5
18,,191,19
9,149,193,4
12,,181,23
,117,182,2
12,121,190,3
3,107,189,14
17,148,189,14
5,126,194,13
,78,193,24
6,33,183,8
5,107,193,9
,57,,63
,174,184,68
5,126,193,55
10,33,194,23
7,75,187,106
14,148,197,14
17,118,198,20
,176,190,163
8,117,193,4
14,165,184,13
,76,187,5
3,111,197,2
7,145,183,1
1,,189,46
9,137,,24
17,67,181,1
7,,195,29
18,145,189,5
6,33,181,4
,52,182,22
,75,187,2
,64,184,59
18,147,192,103
3,40,,22
4,158,192,2
11,143,189,11
10,58,185,32
10,102,189,1
4,143,189,12
5,126,191,124
10,58,192,34
18,177,,22
3,130,198,2
12,121,181,262
16,174,186,29
17,113,192,7
5,,189,68
11,,191,93
17,155,186,11
,117,181,1
,68,,19
3,,194,94
17,164,197,1
5,77,195,9
14,78,187,7
6,55,186,42
14,68,185,55
6,104,197,20
12,46,186,24
5,33,192,89
1,,195,28
14,39,184,4
11,79,186,16
5,140,197,17
16,54,187,4
12,68,192,19
7,27,184,1
3,138,184,7
11,88,192,15
5,149,191,12
6,59,198,14
,20,181,39
15,,189,3
,28,,11
9,176,190,6
7,129,193,18
4,164,186,3
5,113,187,4
2,111,186,83
10,104,197,4
14,61,186,5
9,20,186,8
,50,195,30
6,176,193,4
10,121,184,163
5,35,181,2
3,69,,30
5,126,183,39
8,52,194,1
17,179,191,2
14,166,190,2
,68,185,26
9,85,193,38
10,63,193,10
18,57,190,6
14,158,186,34
7,72,184,14
3,70,184,146
10,33,189,137
12,46,,49
2,,192,44
1,,,70
6,138,187,2
,177,197,1
5,126,188,17
9,39,197,9
3,164,198,53
,28,183,23
12,123,193,9
7,,198,57
3,100,197,90
6,33,198,15
5,28,192,15
,42,,38
6,78,197,10
12,,187,9
16,54,190,64
6,44,184,14
17,42,,6
5,53,,5
14,81,185,7
16,124,194,3
4,178,,44
3,171,188,13
5,40,186,5
9,44,184,6
8,,184,29
7,44,186,41
12,153,186,17
10,158,185,11
14,69,181,4
5,,192,108
4,179,188,6
4,179,193,13
1,153,186,4
14,,182,24
,79,192,8
16,79,192,82
14,51,191,2
17,111,197,7
4,118,185,10
3,171,,119
5,121,184,4
18,,186,66
,121,181,9
3,58,185,30
,83,194,37
10,176,190,34
17,177,,16
1,,190,5
11,40,197,20
18,57,189,21
18,40,186,1
12,153,,78
3,148,197,111
9,42,195,1
10,,186,72
5,28,193,2
16,147,191,2
14,93,198,43
5,146,182,175
,26,189,53
6,,194,20
6,143,189,12
,,183,149
14,,193,36
16,66,186,6
8,102,191,168
9,85,188,11
18,79,186,13
5,107,,47
10,81,191,167
10,142,191,4
11,151,185,4
7,126,186,18
15,,,62
14,117,193,10
,119,186,52
16,96,192,9
6,74,192,6
,143,189,105
10,,187,13
18,101,193,7
17,83,186,21
10,109,186,54
17,,188,22
15,54,198,7
3,164,187,25
3,63,,2
2,139,183,5
17,111,,33
2,63,193,5
3,51,,10
10,110,,16
11,27,184,24
11,27,194,19
16,58,,50
5,57,185,26
11,178,197,5
18,26,190,12
8,107,193,1
18,59,186,4
17,67,192,5
3,57,185,14
17,68,185,1
17,,187,46
18,177,191,22
6,19,190,9
14,108,187,4
9,85,198,52
,149,193,43
16,63,186,8
7,148,192,24
11,88,197,2
,179,188,12
14,139,,10
10,119,185,1
6,99,195,9
4,96,182,6
,84,,13
11,141,,3
16,174,182,8
14,19,191,3
6,19,184,16
9,158,188,6
5,102,198,16
17,31,191,12
10,33,190,54
4,133,197,4
,126,198,32
3,20,181,11
9,39,192,20
,166,198,70
5,131,185,12
11,27,197,29
18,57,194,9
10,,183,24
11,88,,15
7,96,193,6
17,,185,26
6,158,186,27
1,155,196,22
5,107,186,14
5,158,198,2
4,63,183,3
9,147,188,5
17,124,189,4
18,27,191,8
7,138,191,57
16,177,194,34
3,79,193,36
,138,184,54
14,97,185,6
,83,,24
8,94,192,4
17,118,183,10
4,,194,17
6,64,191,1
9,72,183,7
17,140,187,4
14,138,184,6
11,57,186,1
16,54,193,36
11,117,189,19
3,44,187,5
1,58,185,6
16,138,184,10
12,177,185,1
7,52,,26
,178,186,2
5,40,196,15
,158,187,2
,146,191,7
4,147,191,7
12,126,186,6
,33,187,27
16,123,192,6
12,79,186,16
5,175,,23
,179,184,30
,108,183,3
16,63,192,14
10,43,186,7
4,94,186,16
12,109,,3
3,171,182,9
15,54,,27
10,,184,40
5,58,185,7
3,85,,1
,19,192,66
1,102,192,7
5,148,191,3
12,172,186,3
17,64,195,20
,149,,16
6,55,198,19
16,147,192,41
10,145,187,10
13,64,186,17
6,27,191,18
16,38,186,1
5,63,197,34
5,74,192,7
11,117,188,10
16,166,185,18
,158,193,4
7,20,190,1
11,117,186,27
5,179,191,10
18,57,191,34
2,130,194,2
9,29,188,1
,89,195,4
16,46,192,6
3,158,193,37
3,79,192,108
3,79,189,19
6,33,188,6
7,126,,54
,120,186,24
,54,198,66
10,33,188,38
17,19,193,14
,133,197,16
6,,192,93
3,113,185,3
5,49,195,115
5,131,184,14
16,174,188,7
14,177,184,70
12,148,192,1
12,167,193,5
16,19,192,9
5,28,,42
10,134,195,3
3,164,188,50
,64,185,24
12,68,183,8
,114,,9
18,,192,21
7,44,189,13
5,85,190,4
12,46,192,14
5,178,197,4
,105,183,7
11,,188,16
4,94,193,22
6,178,187,2
10,58,186,131
12,44,,8
7,72,,123
9,153,194,2
10,139,193,1
,148,,44
3,79,188,20
,72,,50
16,164,192,2
,153,198,45
5,166,198,11
16,164,193,37
8,,198,47
,81,185,28
4,124,189,3
8,20,,38
14,72,184,7
,102,190,74
15,54,186,10
10,35,191,9
3,50,195,87
14,155,188,3
,44,184,124
3,69,193,5
,171,192,97
3,158,189,30
,93,,9
9,118,192,3
11,151,183,11
,26,186,42
2,79,197,5
10,126,191,2
6,104,181,8
3,158,181,21
4,65,195,2
5,104,188,21
6,68,192,30
,108,,9
4,,191,64
11,138,189,12
5,49,,6
,44,191,4
,141,181,4
,139,193,10
3,79,198,24
5,149,183,11
16,176,181,19
,158,188,48
12,56,185,2
14,130,194,7
2,33,192,19
5,42,188,2
,43,181,1
5,35,198,13
6,35,193,6
3,72,183,9
10,119,181,12
15,,188,25
6,84,,18
11,26,186,3
5,44,184,15
5,,185,67
14,143,189,21
10,59,182,1
6,138,184,6
5,58,190,2
9,147,,21
16,42,186,16
10,109,192,3
17,140,185,18
11,27,190,17
1,137,183,1
16,176,182,34
2,171,192,5
5,149,192,27
11,40,198,21
18,37,197,1
5,177,184,4
11,27,198,44
12,68,186,5
4,118,195,4
6,178,192,19
4,99,195,7
11,158,188,3
,134,,6
12,62,185,14
12,121,182,1
17,167,184,5
18,26,193,29
16,159,192,13
,37,,19
4,19,192,8
17,44,184,16
,164,195,2
,69,195,13
,107,191,59
16,111,191,2
14,61,193,4
5,114,198,10
16,34,193,7
12,158,183,1
12,62,194,1
10,,193,57
4,97,181,1
11,117,198,34
4,64,184,10
4,116,195,10
5,146,,6
18,120,186,2
16,124,,35
14,166,,6
15,,194,5
6,133,189,5
18,117,193,11
7,117,193,5
5,123,,11
,74,192,28
,58,189,49
17,19,190,14
17,,186,26
7,132,182,10
12,50,195,5
14,58,197,61
10,53,186,71
5,35,,48
5,26,186,6
,46,186,7
12,62,193,6
2,151,193,1
14,108,196,3
9,39,198,13
12,62,195,7
10,81,,37
16,140,197,12
14,99,195,9
10,158,195,6
6,,187,38
,164,186,13
6,117,193,12
16,159,184,10
5,124,189,5
5,53,196,1
,137,184,26
9,,191,35
2,52,183,11
14,179,195,2
10,35,198,9
10,116,187,7
14,88,187,2
3,66,183,1
,146,,12
,167,186,4
10,33,187,59
4,171,189,1
16,68,198,8
5,79,186,34
18,26,192,46
16,64,188,1
,94,,20
8,26,186,2
17,,189,16
16,97,,10
4,161,193,6
,77,189,2
3,101,185,4
4,171,192,13
7,44,181,4
16,97,190,1
6,126,198,4
11,117,187,11
10,34,191,3
10,158,184,3
18,143,194,5
3,40,196,20
17,83,195,5
14,112,192,11
3,164,185,47
17,163,184,5
7,44,191,31
16,27,189,5
17,137,184,3
1,78,190,1
,59,195,67
6,19,198,43
6,57,185,14
6,84,193,4
3,164,191,71
3,158,192,115
14,177,193,36
16,29,185,2
,96,186,74
15,54,193,7
3,117,193,15
12,49,186,6
6,84,191,2
,79,,60
,96,192,19
16,83,193,3
3,,197,121
16,121,,10
10,85,182,25
4,20,184,3
14,144,191,3
10,33,183,59
11,32,,41
3,69,197,2
12,114,,12
,119,195,14
16,119,182,1
12,33,190,6
3,174,184,66
6,90,,1
12,52,182,1
9,,190,18
13,63,195,1
,162,198,23
18,57,196,4
17,148,185,13
11,90,,16
11,19,183,1
,46,193,39
11,40,181,4
3,107,191,4
5,149,185,4
1,107,192,23
3,54,188,6
4,33,186,1
16,159,,19
7,62,191,6
,33,190,36
10,68,185,5
5,52,182,3
16,112,185,8
12,46,195,6
10,33,195,57
4,96,183,11
16,102,185,14
18,143,192,126
12,46,182,6
6,46,195,2
,113,,8
3,180,198,3
7,96,,22
7,63,181,1
16,174,191,49
17,140,193,15
17,19,183,11
10,104,188,73
16,63,193,21
3,99,181,11
5,131,197,9
12,167,191,4
4,179,186,19
16,100,193,34
7,72,192,22
14,119,198,7
14,166,186,5
,39,194,32
8,,,253
17,19,197,16
5,131,189,9
17,140,190,9
17,19,181,3
5,126,181,19
4,62,190,3
16,112,192,23
18,59,,9
5,102,193,16
5,26,193,1
12,49,182,1
4,122,,3
5,62,,20
10,78,,1
3,113,186,5
2,139,192,8
15,69,190,158
6,68,186,8
6,55,193,20
18,26,195,18
18,24,195,3
3,79,183,19
11,27,196,9
7,44,197,13
3,51,187,6
18,31,185,4
15,121,186,11
5,,191,116
2,111,189,3
8,164,192,20
1,111,187,2
6,,186,24
10,58,190,3
16,119,192,6
5,152,192,5
3,50,188,1
16,127,191,2
3,143,189,13
10,143,189,16
5,63,198,2
14,177,195,21
14,51,,19
18,58,,10
5,126,187,29
10,130,186,10
17,27,191,8
7,166,198,2
1,54,191,3
2,164,193,7
,113,187,15
16,102,197,16
,148,191,16
7,93,186,4
,94,192,33
2,102,190,2
10,102,193,1
,34,193,29
6,72,183,9
18,101,,26
11,141,181,84
16,102,192,43
1,145,192,4
16,84,186,6
6,84,190,3
5,63,,16
11,,186,24
10,117,193,14
5,131,192,31
16,174,192,35
10,34,197,2
9,151,195,19
18,93,192,1
3,158,190,12
11,40,186,36
6,37,,3
14,84,189,5
9,69,182,1
