OBD1 ID,OBD2 ID,OBD3 ID,Count
5,163,188,155
3,93,191,1
17,148,197,796
12,,194,2920
3,166,195,17
,133,189,5
10,99,185,55
3,49,181,4
12,127,197,208
10,158,188,451
16,159,193,623
14,119,195,84
8,60,,2
10,90,198,47
3,103,192,939
12,133,189,298
4,,186,19
16,39,185,140
11,27,197,16
8,,194,10
5,69,197,617
3,79,188,10
3,79,185,16
18,133,184,7
18,59,182,159
8,74,184,28
14,,183,62
5,,185,290
11,73,185,484
16,151,189,2
7,138,190,23
16,121,186,124
13,107,190,1849
,134,185,183
3,166,191,1419
18,130,185,25
9,85,181,15
6,24,192,1
7,72,194,3
5,74,,6
16,79,189,46
6,121,192,139
7,75,187,35
,107,189,38
16,74,195,483
11,40,196,846
5,44,184,12
4,126,190,115
6,84,187,2
18,130,181,14
6,104,188,1401
10,49,181,4
10,67,190,228
6,20,190,2
10,26,184,29
5,153,,225
6,52,185,713
18,145,187,360
18,120,192,68
10,44,184,98
6,33,190,61
12,27,195,1
14,69,197,5
10,92,185,66
10,33,184,25
3,169,198,235
11,141,181,105
10,112,188,162
9,,181,154
6,61,196,220
17,25,194,150
14,24,196,393
15,67,183,21
3,127,192,96
14,58,,505
7,52,198,8
14,,195,108
13,64,185,544
5,119,181,332
2,138,193,283
10,174,183,629
5,131,182,709
,89,,2
10,89,190,2
14,62,195,37
7,125,197,130
4,148,192,3
16,165,186,32
18,133,186,801
12,35,191,9
11,39,183,4
17,140,197,808
12,179,,93
2,139,182,156
12,139,,7
18,145,195,7
3,152,190,190
15,57,184,17
4,126,185,5
3,,192,32
5,60,186,11
8,145,182,61
14,161,187,111
17,130,191,1
9,152,188,334
10,33,192,1603
8,,,66
16,112,186,566
10,29,195,7
11,,,52
18,132,,2
4,85,184,69
12,156,198,12
17,63,185,73
6,67,,4
5,102,181,17
10,109,,300
16,112,184,27
4,142,197,55
13,70,183,77
4,140,,31
3,40,186,631
9,39,194,126
14,65,193,705
10,26,186,35
12,174,186,344
12,52,198,255
14,95,186,242
9,105,188,5
4,112,185,2
12,,189,38
5,88,183,62
12,83,189,8
14,179,184,414
3,65,195,79
11,98,195,97
16,132,194,1
1,79,,2
12,45,186,70
16,151,193,235
7,,186,70
,133,193,5
14,167,189,382
17,19,187,628
11,138,184,274
17,94,192,5
4,140,184,897
6,19,197,3
10,158,194,4
17,137,183,159
14,87,192,5
9,85,182,930
13,115,186,444
4,29,184,445
17,33,,3
,69,,4
12,101,191,4
12,169,,3
3,70,191,16
16,117,,8
2,152,186,836
5,53,186,44
15,32,192,202
17,178,185,4
3,79,186,1051
5,,189,21
15,,,65
6,19,192,621
7,151,192,1
18,26,186,203
11,141,189,3
3,,194,5
5,89,,5
6,76,187,108
16,173,198,80
6,28,196,101
3,35,191,8
18,60,,292
16,54,198,402
16,102,181,929
18,26,189,241
4,22,,1
,167,192,31
12,156,187,35
14,,,102
16,166,198,422
1,53,190,82
12,151,185,370
2,108,198,1
7,52,194,178
15,67,186,49
4,179,192,6
18,86,183,2
14,155,197,63
18,59,194,179
,96,186,26
7,127,197,3
14,168,193,75
17,19,186,18
16,176,193,16
4,,,63
10,58,,24
7,79,192,3
16,,,163
12,172,192,105
10,26,183,1349
11,82,184,216
18,24,185,23
9,98,183,123
11,27,192,26
10,71,195,145
,134,195,3
16,174,184,391
10,110,183,221
2,68,189,70
3,70,195,181
6,,184,209
7,151,182,57
12,117,193,4
12,,,137
14,68,185,79
16,29,192,8
10,167,188,274
12,178,198,53
16,174,,19
8,,182,13
1,83,,1
10,,192,165
5,42,,20
15,67,195,23
14,108,188,191
2,,183,65
10,34,193,317
4,112,184,262
10,135,192,25
,121,186,24
5,99,192,12
5,123,196,133
5,102,182,22
11,90,197,518
17,121,195,7
14,54,189,3
16,100,198,224
18,57,183,19
9,149,186,55
14,78,185,47
12,83,183,642
9,153,183,1
16,136,185,469
9,136,185,2
4,43,198,63
16,42,,92
17,26,181,105
6,,185,48
1,,181,109
12,156,191,29
10,171,198,66
2,113,181,52
12,133,198,52
12,173,,4
7,132,182,165
17,,,91
15,54,188,563
5,73,181,138
16,27,198,275
17,137,192,4
11,27,186,23
7,96,192,410
12,139,185,3
3,126,187,6
15,44,197,40
14,78,197,217
16,179,187,52
5,,198,338
16,121,184,23
17,163,181,194
13,60,,2
13,45,,10
6,84,194,207
8,74,191,11
5,149,186,26
12,156,185,34
6,129,182,4
17,64,184,226
17,68,184,112
11,117,193,924
5,79,,6
12,19,181,60
7,138,195,24
7,107,197,135
18,24,195,4
14,111,193,73
5,121,185,69
4,102,181,3
10,41,195,104
4,,184,12
18,129,190,4
,83,183,20
10,33,189,119
9,105,183,177
10,58,186,16
7,145,186,372
8,,191,16
5,,181,21
7,44,184,964
9,106,196,106
11,,192,184
17,111,190,30
14,166,184,196
12,156,190,16
14,130,196,325
16,101,197,67
14,27,181,1
15,67,,37
6,139,,3
16,27,191,34
12,123,182,78
12,69,190,393
17,,184,83
11,27,,25
12,122,191,37
18,29,182,10
16,87,,141
3,158,,39
4,29,181,6
14,168,,30
4,67,194,76
8,74,186,30
3,70,184,1105
6,41,183,59
16,41,186,91
7,,191,769
16,96,188,42
10,154,,5
6,163,198,61
15,180,181,265
18,154,185,226
16,127,197,115
3,180,186,3
16,102,187,5
10,93,187,32
1,110,193,32
5,42,184,360
14,58,197,29
16,69,197,25
11,29,182,1
5,69,198,19
12,40,,4
14,35,181,42
14,121,184,246
,31,184,26
7,41,197,65
11,175,182,1
16,121,190,112
5,76,198,140
1,65,192,257
7,99,,6
16,139,182,23
12,94,192,6
12,66,185,1
,170,,1
14,47,182,201
12,139,186,45
5,131,184,11
3,31,181,15
5,30,189,59
2,117,182,3
,,195,54
12,72,,2
14,65,,18
18,49,183,99
3,126,198,77
9,147,182,3
17,168,197,107
3,125,195,180
16,34,187,108
6,38,184,115
17,143,189,62
7,35,184,11
7,71,,6
14,87,183,268
12,54,,5
3,93,187,48
,136,185,12
,41,,1
5,24,193,272
17,31,185,80
5,163,185,4
7,135,185,3
7,52,193,320
7,138,182,30
14,97,183,203
17,83,182,4
14,178,185,894
10,107,185,45
2,79,185,110
,,191,55
16,129,184,4
9,78,193,109
18,29,191,4
16,131,,4
,89,184,125
3,,,111
14,123,197,3
17,87,192,86
,123,197,1
5,161,198,173
,,185,53
7,,,85
3,100,197,99
10,89,183,5
3,164,186,222
,75,187,1
16,107,197,140
7,106,184,420
,105,181,6
3,164,181,140
15,169,187,33
17,121,181,158
2,136,,24
5,148,197,5
16,101,195,12
16,37,185,452
5,,190,215
6,61,191,1
16,129,194,91
,129,,2
6,129,183,71
5,128,197,1
5,62,188,53
,117,186,4
7,134,183,130
1,,184,5
14,31,187,41
,121,198,27
6,52,,18
6,110,193,2
12,179,186,219
16,118,192,5
11,162,186,5
16,139,187,69
2,100,189,53
2,52,193,14
6,63,198,12
15,131,,4
17,121,185,44
7,138,189,30
4,46,197,56
5,63,192,4
14,176,182,1
16,57,192,7
16,69,187,86
17,23,185,13
6,55,,28
3,158,184,65
9,105,186,16
1,105,190,165
9,30,182,58
6,50,193,37
14,44,,3
4,134,183,3
6,90,182,19
15,53,189,18
4,94,181,4
18,101,185,431
17,148,188,4
16,98,190,7
14,116,197,77
7,138,,75
9,99,184,19
6,127,197,113
,104,188,26
10,34,191,142
12,144,186,5
7,72,197,25
14,102,182,23
7,71,186,3
14,84,186,127
12,52,,10
5,121,189,60
13,45,187,2
2,117,192,145
4,94,192,902
2,81,196,1
8,98,186,2
4,70,184,11
3,,197,46
3,99,192,9
5,58,189,159
13,45,198,344
12,68,187,317
10,98,197,6
9,28,193,5
10,115,187,95
9,85,191,14
11,27,198,28
13,83,190,59
3,,191,35
4,112,186,6
9,106,184,44
4,43,186,13
5,146,182,40
18,32,185,3
12,46,198,140
,175,187,6
15,75,188,92
7,89,183,1
4,69,188,134
6,63,197,18
14,32,,6
10,54,191,164
17,35,193,131
18,102,193,124
11,50,187,72
14,130,192,35
7,89,186,40
5,149,184,17
5,65,192,2
,36,193,1
16,98,188,4
,102,184,38
15,110,189,3
2,,,105
7,80,195,48
3,158,185,45
3,74,197,9
5,71,189,135
12,138,184,13
12,178,192,277
12,68,182,25
17,100,198,46
10,,193,42
17,155,188,41
5,49,195,171
9,149,,93
15,67,194,6
,55,183,19
6,122,197,22
16,62,187,71
14,72,,5
14,137,197,220
16,110,191,24
8,69,197,133
10,112,195,1
16,29,189,45
3,99,189,28
9,137,183,101
15,96,181,37
16,101,181,29
5,155,186,48
12,,183,22
8,25,,17
16,25,,3
13,107,183,13
18,50,195,288
10,67,181,7
3,158,192,42
16,58,183,235
15,21,197,60
9,78,195,5
4,140,181,5
6,42,186,55
18,177,189,195
15,25,187,1
16,57,191,16
14,24,197,5
16,,196,10
16,69,189,12
10,145,,16
,102,197,28
18,130,186,47
12,73,198,1
,126,184,1
17,83,189,6
16,153,198,3
16,94,185,54
14,46,189,1
14,72,195,143
6,,186,19
12,156,186,54
15,22,194,43
7,112,,10
5,104,193,272
12,60,,13
10,163,187,32
,118,192,10
18,170,,2
9,174,183,1
,103,192,21
4,179,197,153
18,129,186,5
16,62,,11
18,60,185,8
15,54,184,10
5,35,192,19
10,104,198,121
16,,185,379
5,107,191,29
14,41,,5
16,107,182,1
3,70,186,18
5,164,193,5
11,27,183,22
12,86,183,130
6,168,184,3
7,102,182,6
2,67,190,1
16,56,186,56
12,44,187,86
12,168,181,458
15,90,193,111
10,109,183,5
14,81,191,98
16,84,198,13
3,121,184,32
8,164,181,263
16,159,192,5
7,96,187,2
12,68,185,195
14,35,183,1
1,53,184,1
17,111,187,85
5,128,185,158
5,35,189,9
12,27,186,104
10,98,,19
6,139,189,89
16,66,197,1
3,46,181,37
10,112,191,3
18,147,192,318
16,54,191,5
3,27,191,2
7,71,181,195
10,167,191,4
17,113,193,234
14,27,187,30
5,60,196,2
12,156,194,7
,145,182,3
5,22,,7
3,169,184,10
10,72,183,13
16,144,197,7
5,119,186,105
5,28,183,153
5,119,182,6
,80,182,22
18,156,184,3
3,180,187,83
3,40,197,50
4,29,183,7
8,,189,9
5,83,184,1
10,179,189,3
16,,181,37
5,151,187,49
14,118,195,41
7,145,184,5
5,161,197,1
17,,198,204
5,143,191,120
10,58,189,318
18,69,,1
12,139,197,15
16,19,197,1
1,122,,3
3,146,197,49
5,131,185,14
17,113,191,2
12,32,194,58
6,52,184,95
2,138,181,4
10,26,185,22
11,39,184,85
16,74,181,5
3,122,197,181
1,107,191,24
8,20,191,2
16,105,182,40
,140,181,77
10,34,184,5
16,134,184,2
12,145,198,83
12,121,181,64
9,85,184,21
,102,198,16
16,165,,3
10,164,192,12
5,140,191,187
12,121,,8
1,74,190,163
10,33,182,13
5,131,196,42
17,30,184,13
7,34,193,6
5,98,192,7
6,162,185,42
16,84,185,20
16,99,186,21
10,83,183,136
11,117,,157
16,91,190,71
6,167,198,7
16,83,181,108
8,105,190,1
9,101,186,8
3,116,181,24
12,91,182,3
3,40,181,2
16,100,187,205
4,68,192,86
4,89,191,1
15,49,186,18
6,178,197,237
,102,181,51
6,138,184,56
14,24,184,5
1,116,192,25
18,60,195,5
16,86,198,1
12,52,194,3
11,107,189,4
2,23,183,202
6,37,186,50
16,98,197,217
18,,185,16
18,146,197,2
14,179,186,11
10,123,181,1
12,56,187,138
16,55,191,13
,159,193,16
16,39,192,449
18,143,193,6
17,48,187,51
10,67,195,5
7,136,184,2
,117,190,53
4,96,,19
7,59,192,1
11,122,189,40
9,65,192,5
18,40,194,5
12,89,183,44
15,85,193,1
16,29,197,8
11,70,190,46
,107,,9
3,54,198,3
5,112,185,28
16,100,,13
16,92,187,48
10,26,182,15
14,112,,8
3,165,186,45
1,44,195,101
11,,186,10
16,176,192,88
6,118,184,1
,19,,4
9,40,190,44
7,,183,38
16,101,,71
16,73,198,180
1,107,194,17
5,114,189,273
12,,197,24
7,41,191,3
5,107,190,9
17,24,189,127
9,90,,1
14,112,187,75
5,77,198,114
1,,197,9
10,121,184,9
6,84,188,1
9,55,196,2
18,146,193,105
8,145,184,12
14,146,197,5
,121,184,47
,178,198,171
7,135,190,34
10,,195,156
6,59,181,4
5,24,194,7
18,57,182,4
7,34,198,52
5,149,192,11
2,140,189,29
1,83,184,85
8,74,192,15
16,145,197,16
7,148,186,4
18,26,184,10
4,104,,1
14,51,186,4
14,87,182,4
,,192,53
16,149,182,1
10,112,181,25
16,118,191,198
14,121,181,13
10,26,194,15
14,58,185,10
6,52,189,8
10,81,196,135
17,49,193,1
6,59,193,17
5,49,183,6
12,123,192,63
4,74,182,5
6,122,,21
,158,188,5
7,85,184,1
3,99,186,12
17,121,193,6
5,114,184,6
2,,198,10
12,39,196,130
16,179,197,4
6,90,,5
3,98,186,2
8,55,198,6
15,43,188,59
,69,197,14
3,44,184,74
15,180,185,1
16,102,182,27
10,134,183,17
5,120,182,65
3,131,198,1
,179,,6
13,94,185,1
,123,,2
11,,191,17
12,179,189,3
11,140,186,3
9,,,54
12,124,186,6
5,46,181,61
16,87,183,9
3,131,186,1
17,,192,66
5,149,182,72
2,86,191,1
14,43,183,48
10,108,181,11
2,,186,286
16,63,189,164
12,178,181,2
13,61,197,56
3,166,185,17
16,74,197,9
2,35,181,57
5,59,183,135
,168,197,3
10,26,,25
17,137,188,3
12,153,198,123
11,71,181,1
12,167,186,14
4,96,191,10
12,156,192,17
12,49,185,80
1,98,195,5
13,107,187,15
12,138,,18
3,123,,6
11,106,,5
18,,191,18
10,159,186,1
5,140,184,10
4,96,184,14
,,186,82
2,,185,6
9,152,181,11
3,31,196,3
16,37,,9
17,63,191,3
1,178,197,27
6,90,186,1
18,58,191,1
11,102,193,2
4,29,,9
3,65,182,1
18,112,,5
4,88,186,153
15,44,191,6
16,,193,64
16,86,197,31
4,72,191,1
15,82,192,100
18,101,191,6
7,129,193,61
4,56,181,30
18,117,,9
17,61,193,38
2,86,185,59
5,35,186,39
17,19,182,9
,102,193,22
18,51,186,354
14,178,190,6
14,173,,73
17,52,184,3
13,107,,34
15,,181,181
9,138,191,3
12,151,181,1
15,65,182,1
2,54,197,173
14,58,183,6
15,75,185,5
8,129,183,32
8,102,181,2
13,148,198,1
9,28,182,1
6,63,186,8
3,25,195,2
,74,197,2
16,,198,24
14,118,185,57
5,91,183,37
17,61,186,7
1,81,185,24
9,20,193,4
14,,189,9
,90,197,16
17,,191,23
12,128,,3
18,81,190,31
7,96,198,2
14,61,189,2
18,59,186,86
12,174,183,12
10,152,192,84
10,20,192,3
3,54,,3
16,57,193,16
3,67,,4
7,100,,6
4,175,190,2
3,69,,14
17,132,,2
16,144,191,235
10,35,193,110
16,178,185,12
17,19,,16
5,133,183,5
16,,186,69
3,31,195,9
14,32,181,111
9,20,190,258
4,108,189,83
12,101,192,2
17,120,185,89
,78,,1
2,98,183,53
9,121,185,87
18,112,193,38
17,61,181,69
4,117,198,18
13,158,186,9
8,100,,106
5,151,186,5
17,92,197,66
,134,184,10
10,,189,51
10,33,181,17
5,35,197,10
9,85,185,19
10,167,187,4
10,34,186,11
,138,193,11
14,53,189,3
4,116,192,7
4,85,193,4
16,97,193,34
11,137,192,81
7,44,181,13
17,156,186,2
,178,185,12
5,60,185,334
9,123,185,93
17,140,186,17
14,167,192,7
4,161,196,1
3,64,191,40
,,184,61
10,60,184,95
,24,196,9
10,52,182,4
6,143,,57
4,121,189,91
17,133,185,130
7,44,195,7
12,68,183,5
18,143,192,7
13,60,186,87
12,46,193,115
10,20,193,1
1,120,197,2
12,83,,22
16,179,,13
7,26,183,11
11,117,192,17
3,83,,4
5,126,187,11
17,138,,5
5,130,187,56
,111,196,73
1,49,181,1
17,129,191,1
7,71,192,3
12,107,190,3
11,69,198,88
2,138,191,10
4,96,181,15
4,146,193,59
6,169,198,54
16,98,189,7
5,119,188,80
17,133,191,263
2,148,,1
9,153,,45
,130,196,3
18,36,189,35
11,47,186,14
2,19,197,15
1,98,198,4
7,138,186,93
17,155,186,25
9,99,,4
6,137,184,2
10,174,193,24
12,51,191,86
5,102,190,302
,52,185,9
5,25,195,103
15,105,,1
18,37,186,22
16,176,182,13
18,110,184,101
18,25,185,2
18,110,181,2
11,137,183,1
5,117,181,2
6,104,189,10
16,30,185,173
18,143,191,8
3,66,,2
3,67,193,50
14,53,185,157
17,172,191,47
7,112,192,43
18,57,190,5
,28,185,9
16,151,183,40
,77,195,8
3,103,,8
5,78,186,48
1,74,186,10
6,,192,9
14,28,193,46
9,29,189,23
6,162,198,4
3,158,187,20
12,137,192,66
11,138,186,3
10,67,186,11
4,122,184,1
1,42,,1
10,69,197,3
4,94,191,6
4,45,194,15
7,96,193,5
5,117,198,7
18,147,184,3
10,99,197,249
1,58,,1
8,166,193,12
5,112,186,10
10,104,191,6
12,67,183,2
6,,190,55
6,95,190,18
10,130,194,121
16,117,193,17
10,40,190,4
16,100,194,2
7,70,,2
16,149,197,43
10,163,,10
10,97,190,43
11,86,184,52
11,173,,5
,165,189,1
6,104,181,13
18,,186,32
,178,184,9
12,168,187,3
9,,186,138
6,37,183,2
11,155,186,34
12,114,198,52
3,102,182,7
12,145,,9
10,,183,76
18,,182,16
,,183,39
11,43,186,41
4,154,,4
,148,197,10
2,27,183,54
5,125,195,42
16,39,,17
2,85,,3
8,55,,33
14,106,192,64
11,162,198,229
10,134,192,99
6,135,189,85
18,147,186,7
17,57,198,42
,59,195,7
10,,188,40
16,,184,42
5,146,181,2
12,162,198,3
11,27,184,30
10,38,197,4
2,152,193,5
5,35,183,11
3,126,185,46
8,108,190,20
7,151,186,1
12,175,188,32
16,129,190,1
3,158,193,25
14,123,181,107
11,42,,4
5,175,187,124
6,123,191,39
16,27,185,9
5,169,198,1
5,23,187,29
12,67,192,71
17,178,197,2
4,140,182,7
18,145,198,33
16,172,191,2
,102,195,14
3,171,195,10
17,58,181,80
4,70,191,143
7,145,191,3
6,150,187,67
18,130,182,26
4,126,195,1
2,138,,6
3,87,183,10
14,32,196,2
18,117,193,90
14,166,186,13
7,119,193,40
16,102,190,13
17,118,189,4
5,179,181,2
14,132,193,29
5,63,186,173
12,83,195,4
5,79,186,116
5,121,191,6
10,126,186,4
16,66,183,3
16,98,184,9
18,93,186,3
9,158,184,3
9,77,185,1
11,138,192,2
3,,195,34
7,180,196,7
14,171,195,5
14,153,184,36
11,,190,7
13,64,190,1
16,159,191,11
4,93,197,230
16,112,191,29
15,121,186,28
14,130,190,4
12,178,193,50
5,,197,37
,53,182,4
18,57,,18
3,137,189,30
18,144,197,3
,,187,19
2,156,193,55
18,50,187,4
5,117,186,25
5,,186,74
1,155,196,26
18,,188,4
16,41,187,2
7,124,,3
5,54,198,4
3,158,190,13
,53,190,2
10,33,193,15
18,148,197,6
,49,181,6
12,68,197,10
10,38,184,6
,44,184,12
5,91,189,15
7,29,185,4
7,52,184,12
18,29,195,591
8,102,195,42
,19,192,5
11,121,181,20
15,88,188,1
9,32,185,111
1,107,198,15
16,160,,3
17,121,182,55
5,87,186,140
7,35,182,18
6,,183,8
3,,186,73
7,112,183,129
10,90,194,21
,102,190,18
2,27,186,7
17,64,185,3
18,129,197,223
10,54,192,9
10,112,,26
2,149,,1
5,91,186,38
17,83,,14
10,99,194,7
14,178,183,7
3,85,182,11
2,174,198,111
9,87,,2
4,147,181,80
17,34,191,48
14,121,187,11
16,21,197,72
12,123,187,1
5,148,,5
16,111,197,113
1,65,184,5
3,31,186,23
8,137,185,1
12,75,,6
6,19,189,5
5,42,193,109
16,120,184,72
,145,,7
5,166,198,1
10,89,193,139
6,104,192,20
11,50,181,70
18,148,185,2
14,58,184,7
15,30,185,1
1,155,194,1
12,144,181,39
14,117,,7
7,148,191,197
6,178,191,6
9,154,183,36
12,65,193,5
7,176,198,4
10,67,185,12
9,37,193,13
4,116,191,1
11,138,188,3
7,72,185,30
11,113,193,23
17,134,,4
,112,184,3
,168,181,12
7,138,183,72
2,58,181,155
6,109,,5
18,133,195,6
3,79,198,6
,134,187,1
12,19,185,3
18,114,183,57
6,127,,2
16,58,194,3
1,32,192,2
9,28,196,3
18,120,190,1
11,73,194,2
2,85,185,2
,63,189,11
6,63,181,4
11,40,195,9
12,144,197,195
6,81,186,27
15,180,,10
10,115,186,3
5,131,181,12
8,84,184,2
9,154,190,2
14,19,,3
16,127,187,2
12,77,181,2
6,43,190,40
16,23,193,70
12,73,,6
12,123,195,37
9,32,188,1
16,63,193,6
6,63,183,18
,29,184,9
7,125,,6
18,150,,2
2,118,186,1
7,116,197,1
3,99,,43
8,137,198,44
12,99,194,3
16,58,,19
5,24,181,5
10,117,193,5
5,175,198,3
16,101,190,13
6,52,194,1
7,,181,18
3,166,193,23
8,102,191,31
16,101,184,27
10,158,192,6
16,173,181,3
12,100,,3
10,155,186,116
6,53,191,45
3,141,,38
3,62,,3
7,135,197,74
3,119,190,3
10,137,184,4
11,90,184,13
6,104,,35
18,145,193,5
7,166,191,7
,102,188,13
16,54,190,7
7,52,183,10
5,43,186,66
11,132,194,108
10,141,,4
6,144,191,4
9,77,188,54
7,,189,60
16,100,186,12
,173,186,4
3,171,182,9
11,179,184,1
16,112,183,18
,102,191,23
2,98,181,2
10,38,186,8
6,59,186,19
14,35,191,6
15,49,197,10
3,84,,3
7,100,191,62
9,,189,99
14,68,183,3
5,63,197,2
18,145,191,5
16,48,186,19
11,86,,1
17,94,183,85
15,,185,19
4,,191,26
11,141,184,170
5,117,183,7
4,179,190,11
9,126,187,48
3,79,,19
2,21,197,3
18,95,181,97
18,117,198,6
14,60,197,35
18,81,184,1
,108,189,1
14,84,192,3
16,46,191,14
10,109,186,39
11,173,186,107
14,121,197,18
7,23,,1
12,,190,53
18,59,183,11
,117,,12
17,108,189,57
15,164,193,3
12,33,192,4
18,133,,27
11,125,188,58
2,119,,4
10,107,184,2
3,146,191,1
15,51,,1
16,63,185,21
18,87,186,5
1,107,185,32
,24,,1
12,179,188,45
5,27,191,6
6,54,192,29
9,74,196,1
17,118,,11
18,120,191,2
1,107,183,26
16,102,192,14
3,166,192,25
14,163,185,55
6,43,,6
15,49,,27
12,98,182,1
14,178,193,16
10,43,191,2
3,122,183,1
18,121,197,2
10,69,,2
,47,196,21
9,86,185,1
9,158,,5
7,63,193,6
3,171,197,14
12,139,194,1
6,74,197,50
6,122,192,13
9,27,184,69
14,108,,5
16,159,189,3
4,121,192,2
15,125,193,49
11,40,198,10
17,63,,5
10,58,183,11
5,110,193,2
14,31,184,7
1,38,,3
1,74,192,98
3,79,192,17
9,83,181,2
6,138,191,68
10,52,184,4
6,118,197,56
16,178,197,3
12,89,191,1
15,65,198,54
,132,,1
16,38,189,38
10,96,,4
10,23,,2
12,138,191,23
15,143,195,23
18,29,192,5
10,55,198,70
6,69,198,62
12,158,186,14
4,148,184,2
16,95,186,6
,121,197,4
3,175,,2
5,116,196,53
14,65,186,18
12,172,186,4
10,34,188,35
18,90,197,4
8,52,185,3
5,35,198,9
10,54,188,2
5,49,192,4
18,130,195,27
2,148,197,4
5,119,187,3
1,53,181,1
15,84,,2
2,121,184,87
14,79,181,1
16,82,196,9
16,112,185,25
17,67,190,10
16,84,,52
,,189,27
3,31,189,10
4,34,191,51
10,167,,7
3,45,,1
9,20,192,5
10,174,185,18
18,122,184,4
5,123,186,3
16,102,189,3
6,33,,20
17,135,183,146
,20,181,3
1,96,196,64
5,110,191,29
8,86,183,81
5,133,190,4
,171,192,14
11,121,197,41
2,54,182,3
12,101,190,76
16,101,189,11
4,,194,5
10,,191,86
16,115,,2
16,175,188,2
3,166,181,5
2,58,191,3
13,107,193,36
10,35,181,54
14,165,187,14
,21,194,4
18,130,196,8
16,121,183,4
4,120,186,34
14,86,186,78
6,136,189,1
4,179,189,10
6,84,186,119
3,44,196,1
16,100,192,7
3,103,185,9
5,78,,5
12,88,194,27
6,104,195,8
7,,187,7
8,164,184,8
7,40,186,5
,59,194,3
1,27,191,3
4,171,,4
3,31,193,19
7,72,198,10
7,33,192,2
5,114,192,4
10,40,,4
6,97,183,3
4,96,185,4
18,26,181,5
12,152,181,25
5,53,195,33
,91,182,15
,31,196,71
16,32,185,3
11,40,197,20
6,58,,3
4,22,194,2
4,173,186,1
12,72,195,2
10,144,185,63
5,126,190,18
11,47,195,5
2,119,190,68
18,101,190,5
14,87,185,10
2,28,183,1
16,150,193,33
10,85,,6
5,,183,22
10,68,185,3
16,53,181,37
18,76,189,1
4,179,186,18
4,118,197,26
16,166,192,7
6,72,183,10
7,35,191,21
7,176,182,4
11,79,182,1
,102,192,29
4,179,195,8
13,83,183,6
11,73,,18
5,106,,9
18,145,186,13
10,,185,37
7,34,,2
5,151,,5
